L,T,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,55.730000,40.170000,29.030000,21.510000,17.400000,14.730000,13.130000,12.100000,11.370000,10.970000,10.640000,10.490000,10.390000,10.280000,10.150000,10.210000,10.070000
