epoch,alpha,q_assignment,q_mean,q_std,q_min,q_max,q_os_mean,q_os_std,p_gt_tau,p_at_qmax,q_cap,reg_grad_norm,reg_coeff_grad_norm,ce_grad_norm,reg_ce_ratio,ann_train_acc,ann_test_acc,train_loss
0.0,0.25,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.183252573461783,0.00011832525734617829,0.5289129592876981,0.0002237140445670498,20.904,36.84,848.8246022462845
1.0,0.25,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1665984715105924,0.00011665984715105925,0.8674137877059139,0.00013449157576754053,32.492,46.12,714.4008769989014
2.0,0.25,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2593486667420462,0.00012593486667420462,0.853320086400057,0.0001475822129132014,40.088,55.66,640.7980171442032
3.0,0.25,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3597437172305058,0.00013597437172305058,0.9633417418047102,0.00014114863482227833,47.1,60.74,574.1434547901154
4.0,0.25,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.462996070729167,0.0001462996070729167,0.7801394988048765,0.00018753006006879316,51.776,64.7,524.9641135931015
5.0,0.25,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.7988047736610069,0.0001798804773661007,0.9885660860892878,0.00018196100381887245,55.526,62.63,486.931898355484
6.0,0.25,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.212303751655836,0.00022123037516558363,0.9221782150799599,0.0002398998062933001,58.19,69.7,457.35487765073776
7.0,0.25,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.92773578528174,0.000292773578528174,0.7646748992963365,0.00038287326914691194,61.234,74.07,429.3738562464714
8.0,0.25,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.9651551008635146,0.0003965155100863515,0.9076358399460308,0.00043686629883404426,63.296,67.5,406.1420148611069
9.0,0.25,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.961668859837021,0.0004961668859837021,0.9452253353857907,0.0005249191567439241,65.99,72.78,379.40536201000214
10.0,0.25,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.191055966683637,0.0006191055966683637,0.8138383460127494,0.0007607230596856946,67.726,78.11,358.43131107091904
11.0,0.25,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.43099874233454,0.000643099874233454,0.7785043536704603,0.0008260710055138333,69.318,79.53,344.0260233283043
12.0,0.25,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.657500086514692,0.0007657500086514692,1.1878596263279528,0.0006446468856077237,70.716,77.58,328.73138922452927
13.0,0.25,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.8881639371135295,0.000788816393711353,0.9700361969049736,0.0008131824319836458,72.0,82.31,315.47934925556183
14.0,0.25,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.717219817161752,0.0009717219817161752,0.812860062993858,0.0011954357532798577,73.186,76.81,303.03255021572113
15.0,0.25,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.109172481479245,0.0009109172481479245,0.7828452701182497,0.0011635980734868968,73.936,84.38,295.8771774172783
16.0,0.25,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.916244049298365,0.0009916244049298366,0.795324296143426,0.0012468176940378676,75.064,84.47,284.1754714846611
17.0,0.25,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.29661537609493,0.0009296615376094931,0.9214070168444574,0.0010089586041935137,75.196,84.71,282.2535944581032
