name,role,is_head,matched,n_params,out_channels,bn_name,if_name,risk_mean,risk_max,p_gt_tau,q_mean,q_max,q_os_mean,q_mean_pre_norm
conv1.0,stem,False,True,1728,64,conv1.1,conv1.2,2.854124069213867,7.348624229431152,0.921875,1.0,1.0,10.428197860717773,3.0821597576141357
conv2_x.0.residual_function.0,residual_preact,False,True,36864,64,conv2_x.0.residual_function.1,conv2_x.0.residual_function.2,1.2657612562179565,6.112847805023193,0.84375,1.0,1.0,4.086546421051025,3.0821597576141357
conv2_x.0.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.0.residual_function.4,conv2_x.0.act,0.6003323793411255,2.631124496459961,0.25,1.0,1.0,1.5166184902191162,3.0821597576141357
conv2_x.1.residual_function.0,residual_preact,False,True,36864,64,conv2_x.1.residual_function.1,conv2_x.1.residual_function.2,0.5723686218261719,2.292567729949951,0.25,1.0,1.0,1.4060781002044678,3.0821597576141357
conv2_x.1.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.1.residual_function.4,conv2_x.1.act,1.8870316743850708,7.348624229431152,0.75,1.0,1.0,6.585780143737793,3.0821597576141357
conv3_x.0.residual_function.0,residual_preact,False,True,73728,128,conv3_x.0.residual_function.1,conv3_x.0.residual_function.2,0.6635354161262512,1.4718973636627197,0.6875,1.0,1.0,1.6961778402328491,3.0821597576141357
conv3_x.0.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.0.residual_function.4,conv3_x.0.act,0.7244524359703064,1.8140766620635986,0.7421875,1.0,1.0,1.9397776126861572,3.0821597576141357
conv3_x.0.shortcut.0,shortcut,False,True,8192,128,conv3_x.0.shortcut.1,conv3_x.0.act,0.9585740566253662,3.4373204708099365,0.8046875,1.0,1.0,2.864041805267334,3.0821597576141357
conv3_x.1.residual_function.0,residual_preact,False,True,147456,128,conv3_x.1.residual_function.1,conv3_x.1.residual_function.2,0.459289014339447,0.459289014339447,0.0,1.0,1.0,1.0,3.0821597576141357
conv3_x.1.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.1.residual_function.4,conv3_x.1.act,1.433957576751709,3.890411615371704,0.8515625,1.0,1.0,4.758589744567871,3.0821597576141357
conv4_x.0.residual_function.0,residual_preact,False,True,294912,256,conv4_x.0.residual_function.1,conv4_x.0.residual_function.2,0.459289014339447,0.459289014339447,0.0,1.0,1.0,1.0,3.0821597576141357
conv4_x.0.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.0.residual_function.4,conv4_x.0.act,0.5348875522613525,0.8795340657234192,0.53125,1.0,1.0,1.20236074924469,3.0821597576141357
conv4_x.0.shortcut.0,shortcut,False,True,32768,256,conv4_x.0.shortcut.1,conv4_x.0.act,0.46121978759765625,0.8636778593063354,0.0078125,1.0,1.0,1.0058400630950928,3.0821597576141357
conv4_x.1.residual_function.0,residual_preact,False,True,589824,256,conv4_x.1.residual_function.1,conv4_x.1.residual_function.2,0.459289014339447,0.459289014339447,0.0,1.0,1.0,1.0,3.0821597576141357
conv4_x.1.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.1.residual_function.4,conv4_x.1.act,3.16809344291687,7.348624229431152,0.96484375,1.0,1.0,11.677412033081055,3.0821597576141357
conv5_x.0.residual_function.0,residual_preact,False,True,1179648,512,conv5_x.0.residual_function.1,conv5_x.0.residual_function.2,0.9614356160163879,1.5397071838378906,0.994140625,1.0,1.0,2.8463988304138184,3.0821597576141357
conv5_x.0.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.0.residual_function.4,conv5_x.0.act,1.6065694093704224,4.102381706237793,0.998046875,1.0,1.0,5.426595687866211,3.0821597576141357
conv5_x.0.shortcut.0,shortcut,False,True,131072,512,conv5_x.0.shortcut.1,conv5_x.0.act,3.5812950134277344,7.348624229431152,1.0,1.0,1.0,13.325180053710938,3.0821597576141357
conv5_x.1.residual_function.0,residual_preact,False,True,2359296,512,conv5_x.1.residual_function.1,conv5_x.1.residual_function.2,0.459289014339447,0.459289014339447,0.0,1.0,1.0,1.0,3.0821597576141357
conv5_x.1.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.1.residual_function.4,conv5_x.1.act,0.6226316690444946,7.348624229431152,0.201171875,1.0,1.0,1.615149974822998,3.0821597576141357
fc,classifier_head,True,False,5120,10,,,nan,nan,nan,1.0,1.0,1.0,1.0
