L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,84.750000,82.500000,77.390000,69.170000,54.650000,39.280000,27.200000,20.570000,16.510000,14.660000,13.650000,12.610000,12.280000
