epoch,alpha,q_assignment,q_mean,q_std,q_min,q_max,q_os_mean,q_os_std,p_gt_tau,p_at_qmax,q_cap,reg_grad_norm,reg_coeff_grad_norm,ann_train_acc,ann_test_acc,train_loss
0.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.8974130958547373,0.0,0.0,86.43066146399741,0.04321533073199871,14.814,20.25,1735.0612564086914
1.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.8267565967176881,0.0,0.0,72.6078213516667,0.03630391067583335,19.06,22.29,1431.0772078037262
2.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.7866083374413688,0.0,0.0,61.63482844532084,0.030817414222660423,22.482,29.62,1225.8985126018524
3.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.7346565618234522,0.0,0.0,53.155998359456824,0.02657799917972841,24.822,28.87,1083.9259202480316
4.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.6940267031150096,0.0,0.0,46.65683512438947,0.023328417562194732,26.828,35.84,987.0779070854187
5.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.6700851499577007,0.0,0.0,41.85213112458181,0.020926065562290905,28.966,34.73,920.4065434932709
6.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.6626335399230118,0.0,0.0,38.3434615369173,0.019171730768458652,30.72,39.21,872.729926109314
7.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.5928636168884804,0.0,0.0,36.133038533921386,0.018066519266960693,33.708,40.5,829.1342777013779
8.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.32990019347356714,0.0,0.0,34.67904210805992,0.017339521054029958,35.508,47.58,802.3853112459183
9.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,0.0,34.06098993436388,0.017030494967181942,37.548,50.21,783.2311860322952
10.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,0.0,34.14756794391622,0.01707378397195811,39.108,52.65,770.526598572731
11.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,0.0,34.48848460313887,0.017244242301569436,41.146,47.44,756.2446520328522
12.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,0.0,35.23048975599496,0.01761524487799748,43.022,56.93,743.5343576669693
13.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,0.0,36.1196203219038,0.0180598101609519,44.78,56.99,732.1447920799255
14.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,0.0,37.05508101574266,0.01852754050787133,46.044,62.54,730.0873876810074
15.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,0.0,37.86914329444198,0.018934571647220993,47.202,62.31,726.7045987844467
16.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,0.0,38.69723215777019,0.019348616078885095,47.962,62.93,723.969029545784
17.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,0.0,39.33275112971231,0.019666375564856155,48.386,55.26,724.9597482681274
18.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3298979272013125,0.0,0.0,40.0200132371689,0.020010006618584448,49.152,61.46,723.568799495697
19.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3299123477143095,0.0,0.0,40.48913979620668,0.02024456989810334,49.882,58.9,724.108876824379
20.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3299094637489075,0.0,0.0,40.87839113686443,0.020439195568432215,50.644,66.29,720.1138525009155
21.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3299422161201077,0.0,0.0,41.532306597424736,0.02076615329871237,50.804,62.65,722.8174057006836
22.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3299259449667333,0.0,0.0,41.93772108130589,0.020968860540652945,50.94,65.27,723.2166069746017
23.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.32990719762909443,0.0,0.0,42.25503528092003,0.021127517640460017,51.76,61.94,719.8631727695465
24.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3299269737185115,0.0,0.0,42.52320887826368,0.021261604439131842,51.42,62.49,719.0946863889694
25.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.32990781524602103,0.0,0.0,42.738049046888285,0.021369024523444143,52.326,67.47,720.4930905103683
26.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3299391257488514,0.0,0.0,43.01783320547244,0.02150891660273622,52.37,66.86,718.483296751976
27.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.32990740357762405,0.0,0.0,43.271936222886296,0.02163596811144315,52.436,68.97,718.4166439771652
28.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.32993150527215065,0.0,0.0,43.436489570995725,0.021718244785497862,52.61,67.14,721.8737471103668
29.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.32991914675973566,0.0,0.0,43.685420476621694,0.021842710238310848,53.432,68.79,716.2005645036697
30.0,0.08,layer_mean,1.0438915164879217,0.04131075998058405,1.0,1.0880266427993774,1.0438915164879217,0.0413107729857535,0.32990410748650045,0.0,0.0,44.092179408985665,0.022046089704492833,52.836,69.38,722.645633816719
31.0,0.16,layer_mean,1.0876744339228286,0.08248241676393982,1.0,1.176039218902588,1.0876744339228286,0.08248378460288353,0.3376774713206474,0.0,0.0,44.67551868652079,0.022337759343260395,53.344,63.42,724.7890107631683
32.0,0.24,layer_mean,1.131560701848296,0.12382353522131205,1.0,1.2640496492385864,1.131560701848296,0.12382418603238547,0.3299875356962004,0.0,0.0,45.094325790906076,0.022547162895453037,54.06,66.32,718.9850262403488
33.0,0.32,layer_mean,1.1753289278815775,0.16500754322847136,1.0,1.3519937992095947,1.1753289278815775,0.1650128800164708,0.33264045390631536,0.0,0.0,45.31245024579704,0.02265622512289852,53.468,68.79,722.1936017274857
34.0,0.4,layer_mean,1.21881418307419,0.20555308182983448,1.0,1.4400324821472168,1.21881418307419,0.2055791603482288,0.34555897977955813,0.0,0.0,45.68556390879187,0.022842781954395937,53.92,67.49,723.3647775650024
35.0,0.48,layer_mean,1.262745111799606,0.24703236446356225,1.0,1.5278534889221191,1.262745111799606,0.2470389851904891,0.3394015891015377,0.0,0.0,46.13943582223763,0.023069717911118816,54.14,66.93,722.4656913280487
36.0,0.56,layer_mean,1.3068748459486705,0.28882784352583046,1.0,1.6157037019729614,1.3068748459486705,0.2888291021594611,0.3299704373949934,0.0,0.0,46.402668063965784,0.023201334031982893,55.006,67.04,716.5821090936661
37.0,0.64,layer_mean,1.3508241737590116,0.3301950289160394,1.0,1.7037043571472168,1.3508241737590116,0.3301956511824332,0.3299298576839135,0.0,0.0,46.76384664685369,0.023381923323426847,54.886,67.23,720.9123936891556
38.0,0.72,layer_mean,1.3943229093576026,0.37112933359182704,1.0,1.7915918827056885,1.3943229093576026,0.37113294424608234,0.3300132836069902,0.0,0.0,47.105273866301715,0.023552636933150857,55.0,72.7,721.6757416725159
39.0,0.8,layer_mean,1.4382965772048286,0.41252455130562454,1.0,1.8794790506362915,1.4382965772048286,0.41252514948625396,0.3299168800301564,0.0,0.0,47.29293059734048,0.02364646529867024,55.23,73.57,722.548468708992
40.0,0.88,layer_mean,1.481062680254202,0.4505634625701953,1.0,1.9678707122802734,1.481062680254202,0.45059438190801676,0.3495596743300748,0.0,0.0,47.57912556515386,0.02378956278257693,54.712,71.24,724.70019698143
41.0,0.96,layer_mean,1.525080957681017,0.4934411272216026,1.0,2.055910110473633,1.525080957681017,0.4934454981780723,0.34100376309641184,0.0,0.0,47.99136549059228,0.02399568274529614,55.274,69.55,720.7692770957947
42.0,1.04,layer_mean,1.5694105722715177,0.53592508955075,1.0,2.143418788909912,1.5694105722715177,0.5359266618328631,0.329963640102645,0.0,0.0,48.16398539664601,0.024081992698323007,55.466,74.03,718.6168018579483
43.0,1.12,layer_mean,1.612745635039971,0.5757389123482473,1.0,2.2316455841064453,1.612745635039971,0.5757427506739526,0.3410002605994339,0.0,0.0,48.516497293637705,0.02425824864681885,55.234,71.65,722.0569099187851
44.0,1.2,layer_mean,1.6571758820882538,0.6185245050493714,1.0,2.319368362426758,1.6571758820882538,0.6185278363544923,0.3300130769724736,0.0,0.0,48.590845307013815,0.02429542265350691,55.558,73.41,721.6477134227753
45.0,1.28,layer_mean,1.700778975206263,0.6595638812045612,1.0,2.4070756435394287,1.700778975206263,0.6595675846194977,0.3299941271162399,0.0,0.0,48.77552307255122,0.02438776153627561,55.414,72.76,717.8164236545563
46.0,1.36,layer_mean,1.7441764981545451,0.7001958228742985,1.0,2.495333671569824,1.7441764981545451,0.7002088162295349,0.33519058222965814,0.0,0.0,49.09883150625421,0.024549415753127104,55.478,71.6,722.7486519813538
47.0,1.44,layer_mean,1.787586407283383,0.7389342880919766,1.0,2.582932949066162,1.787586407283383,0.7389563410483357,0.34451997600248097,0.0,0.0,49.48071437409431,0.024740357187047157,56.132,73.86,717.4999084472656
48.0,1.52,layer_mean,1.831305204450017,0.7823755844779636,1.0,2.6710705757141113,1.831305204450017,0.7823966605888913,0.330262529346949,0.0,0.0,49.558087377395985,0.02477904368869799,55.794,74.46,719.7929245233536
49.0,1.6,layer_mean,1.8751629682453088,0.823308408412787,1.0,2.758255958557129,1.8751629682453088,0.8233509992089723,0.33612453007637083,0.0,0.0,49.83814784409414,0.02491907392204707,55.892,71.71,720.7922132015228
50.0,1.68,layer_mean,1.918906931986894,0.8647031782533202,1.0,2.846343994140625,1.918906931986894,0.8647242596997019,0.3343279056079552,0.0,0.0,50.10442262876272,0.02505221131438136,56.35,71.77,716.2453731298447
51.0,1.76,layer_mean,1.9635974430976926,0.9069230340021041,1.0,2.9342617988586426,1.9635974430976926,0.906930412630291,0.3299933046940952,0.0,0.0,50.44704334680162,0.02522352167340081,56.436,74.03,716.0627938508987
52.0,1.84,layer_mean,2.0073023787544817,0.9480347412321574,1.0,3.022855281829834,2.0073023787544817,0.9480535509946096,0.3300944437913578,0.0,0.0,50.60290795063366,0.02530145397531683,56.722,75.1,720.0101758241653
53.0,1.92,layer_mean,2.0510402268460948,0.9892156461010808,1.0,3.1105663776397705,2.0510402268460948,0.989227913072347,0.3300159635293819,0.0,0.0,50.883077631604756,0.02544153881580238,56.452,73.82,717.3991578817368
54.0,2.0,layer_mean,2.0948002893296653,1.030369089997333,1.0,3.1986231803894043,2.0948002893296653,1.0304003996617348,0.330148413739241,0.0,0.0,51.17433170390989,0.025587165851954946,56.322,73.22,718.5826061964035
55.0,2.08,layer_mean,2.1387667290085113,1.0717645267696332,1.0,3.286024332046509,2.1387667290085113,1.071786446339639,0.3300956795587564,0.0,0.0,51.326803762306746,0.025663401881153375,56.706,75.42,716.6981613636017
56.0,2.16,layer_mean,2.181821902999488,1.1122298844330145,1.0,3.373941421508789,2.181821902999488,1.1122727339225047,0.3326880368582733,0.0,0.0,51.469280488013986,0.025734640244006995,56.74,75.34,719.4537491798401
57.0,2.24,layer_mean,2.2247651220892397,1.1510716082190005,1.0,3.461653232574463,2.2247651220892397,1.1510903307848879,0.3419350358226415,0.0,0.0,51.68543254956558,0.025842716274782792,56.608,74.83,719.2963601350784
58.0,2.32,layer_mean,2.267082103378023,1.1884359621330904,1.0,3.548771619796753,2.267082103378023,1.1885154408871974,0.34715661985794904,0.0,0.0,52.024328922781145,0.026012164461390572,56.884,74.36,716.1721218824387
59.0,2.4,layer_mean,2.31151506906885,1.228955369471284,1.0,3.637147903442383,2.31151506906885,1.2290025126293798,0.3513377612204198,0.0,0.0,52.2114028738682,0.026105701436934102,56.848,73.92,717.0037984848022
60.0,2.48,layer_mean,2.3550625103513907,1.2750035768274761,1.0,3.7246885299682617,2.3550625103513907,1.2750272921589025,0.33613421278231587,0.0,0.0,52.13091553710071,0.026065457768550356,56.896,72.92,719.548290014267
61.0,2.56,layer_mean,2.3999263929284136,1.317536124183089,1.0,3.811497449874878,2.3999263929284136,1.3175736434014558,0.3301780752056395,0.0,0.0,52.54644232556776,0.02627322116278388,57.098,75.74,716.1062539815903
62.0,2.64,layer_mean,2.444535027989341,1.3594941019707019,1.0,3.9000587463378906,2.444535027989341,1.359550773335235,0.3302283367080152,0.0,0.0,52.844533705807535,0.026422266852903768,57.0,73.88,718.0982022285461
63.0,2.72,layer_mean,2.48777514772342,1.4001975681470789,1.0,3.9871606826782227,2.48777514772342,1.4002415633872343,0.33025202536217085,0.0,0.0,52.97525630815114,0.02648762815407557,56.796,73.71,720.9149363040924
64.0,2.8,layer_mean,2.5314336756001348,1.4413126042431883,1.0,4.077582359313965,2.5314336756001348,1.4413527405780295,0.3301671563511919,0.0,0.0,53.15189224850953,0.026575946124254766,57.04,74.37,718.6559603214264
65.0,2.88,layer_mean,2.5755346443342124,1.4828278003141397,1.0,4.164641380310059,2.5755346443342124,1.4828599014550523,0.3301329633311542,0.0,0.0,53.38258761717688,0.02669129380858844,57.078,71.89,717.9058864116669
66.0,2.96,layer_mean,2.618713474029775,1.5234731484557051,1.0,4.253291606903076,2.618713474029775,1.523497159218849,0.33014182209053916,0.0,0.0,53.71406379395879,0.026857031896979397,57.43,74.85,714.9595031738281
67.0,3.04,layer_mean,2.6603692510853643,1.562634787291212,1.0,4.337772369384766,2.6603692510853643,1.562676455053832,0.3302742710046451,0.0,0.0,53.84336848464209,0.026921684242321046,57.182,74.24,717.3635504245758
68.0,3.12,layer_mean,2.70321620333835,1.602920507835915,1.0,4.424920082092285,2.70321620333835,1.6030092285112347,0.3303463668622019,0.0,0.0,53.89093164371659,0.026945465821858295,57.238,73.93,717.5722932815552
69.0,3.2,layer_mean,2.7475977193973864,1.644725538885502,1.0,4.514866828918457,2.7475977193973864,1.644784976149459,0.33022092217984406,0.0,0.0,54.463650892073446,0.027231825446036723,57.604,75.34,714.7200992107391
70.0,3.28,layer_mean,2.7914873224390133,1.6860185434751194,1.0,4.601816177368164,2.7914873224390133,1.6860871711350462,0.3302831296115885,0.0,0.0,54.295477689697975,0.027147738844848987,57.664,73.32,713.6195976734161
71.0,3.36,layer_mean,2.8377474342160824,1.7296165203499367,1.0,4.689794540405273,2.8377474342160824,1.7296576274325475,0.3301059790431996,0.0,0.0,54.93365899069715,0.027466829495348573,57.282,73.6,716.2489771842957
72.0,3.44,layer_mean,2.8790641434662176,1.7681946205665997,1.0,4.777979850769043,2.8790641434662176,1.7683522942121073,0.3331158733581338,0.0,0.0,54.41217671321751,0.027206088356608756,57.328,73.6,716.4025582075119
73.0,3.52,layer_mean,2.924498272673858,1.8111873221824237,1.0,4.864455223083496,2.924498272673858,1.8112618651841303,0.33028415920179516,0.0,0.0,56.038785241607265,0.02801939262080363,57.486,72.15,717.844914317131
74.0,3.6,layer_mean,2.9674114272417618,1.8514317588123215,1.0,4.955161094665527,2.9674114272417618,1.85160285402137,0.33056512528368276,0.0,0.0,55.121803104490645,0.027560901552245325,57.328,76.54,715.4726390838623
75.0,3.68,layer_mean,3.0125311549057434,1.8940136792409756,1.0,5.042482376098633,3.0125311549057434,1.894106329554487,0.3303290654326339,0.0,0.0,55.318959797521806,0.027659479898760903,57.31,75.77,714.6235111951828
76.0,3.76,layer_mean,3.0548951778265523,1.9338037647554636,1.0,5.129457473754883,3.0548951778265523,1.9339561620941552,0.33051857237925614,0.0,0.0,55.453437174425964,0.027726718587212984,57.604,76.5,715.2562917470932
77.0,3.84,layer_mean,3.099439954513784,1.9758056880872878,1.0,5.217456340789795,3.099439954513784,1.9759066681117963,0.3303535760516096,0.0,0.0,55.52356762573573,0.027761783812867865,57.318,74.47,717.5592837333679
78.0,3.92,layer_mean,3.142574954825594,2.0164027293319897,1.0,5.302577972412109,3.142574954825594,2.0164827160213306,0.33041660971653736,0.0,0.0,55.8111262136379,0.02790556310681895,58.028,73.7,706.3746380805969
79.0,4.0,layer_mean,3.185966943535963,2.057219294940724,1.0,5.391488075256348,3.185966943535963,2.057292843718663,0.33052660681097706,0.0,0.0,55.63794432483867,0.027818972162419336,58.07,75.64,711.1366100311279
80.0,4.0,layer_mean,3.184236056969294,2.048644289031358,1.0,5.392665863037109,3.184236056969294,2.0487256394627757,0.34742811078305746,0.0,0.0,57.31248395913335,0.028656241979566677,57.81,73.01,710.1907311677933
81.0,4.0,layer_mean,3.1850810081452665,2.0553032147609973,1.0,5.3871846199035645,3.1850810081452665,2.055418271237932,0.33641517833065804,0.0,0.0,55.47001876024748,0.02773500938012374,57.856,74.94,710.1972854137421
