L,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,99.150000,99.000000,98.900000,98.770000,98.560000,98.250000,97.890000,97.750000,97.460000,97.330000,97.010000,96.570000,95.890000,95.690000,95.300000,94.690000,93.870000,93.270000,92.570000,91.770000,91.280000
