L,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,28.960000,21.690000,16.560000,12.500000,9.440000,7.530000,5.990000,4.860000,4.020000,3.330000,2.840000,2.450000,2.180000,1.970000,1.860000,1.810000,1.860000
