L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,97.240000,97.160000,97.200000,97.190000,97.180000,97.020000,96.950000,96.780000,96.880000,96.740000,96.510000
