epoch,alpha,q_assignment,q_mean,q_mean_pre_norm,q_tilde_mean,q_std,q_min,q_max,q_os_mean,q_os_std,p_gt_tau,p_at_qmax,q_cap,mean_normalize_q,ga_mode,ga_kappa_res_mean,ga_kappa_sc_mean,ga_frac_phi_neg_res,ga_cov_mean,mne_grad_match_scale,mne_ref_grad_norm,reg_grad_norm,reg_coeff_grad_norm,ce_grad_norm,reg_ce_ratio,ann_train_acc,ann_test_acc,train_loss
0.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,2.2438713705686864,0.00022438713705686864,1.181988365852619,0.0001898387019190401,1.382,2.11,1794.819423675537
1.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,1.5745557455092047,0.0001574555745509205,0.9822494761779383,0.0001603010012930735,2.06,2.62,1755.5461583137512
2.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,1.252809545907063,0.0001252809545907063,0.8625759647881431,0.0001452404886118946,2.414,2.96,1734.8121190071106
3.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,1.0693499809152958,0.00010693499809152958,1.033374719222104,0.00010348133750748933,3.022,4.14,1711.4497365951538
4.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.8128057993896274,8.128057993896275e-05,0.9282463477098103,8.756358712264258e-05,3.388,4.99,1693.2406663894653
5.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.7192296435827402,7.192296435827403e-05,0.9892755498668226,7.2702660414438e-05,3.802,5.26,1680.9929900169373
6.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.699558497638767,6.99558497638767e-05,0.9735757865230485,7.185454972510305e-05,4.256,5.06,1663.3681545257568
7.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.6766252204610996,6.766252204610997e-05,1.0524676494418335,6.428940792811462e-05,4.714,6.92,1641.0197088718414
8.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.680724918836948,6.80724918836948e-05,1.055765170815219,6.447692513964254e-05,5.248,8.3,1624.9350054264069
9.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.6994229689784405,6.994229689784405e-05,1.1323112134979223,6.17694994662988e-05,5.894,8.17,1609.1081233024597
10.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.7088150951693,7.088150951693e-05,1.1502569747883156,6.16223253329757e-05,6.416,9.19,1593.4913909435272
11.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.7282650021661946,7.282650021661947e-05,0.9071694108715064,8.027883143310129e-05,7.084,9.76,1575.289216518402
12.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.7201559807273993,7.201559807273993e-05,1.5599201262459657,4.616620868021587e-05,7.758,10.42,1556.8251090049744
13.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.7268641453598865,7.268641453598865e-05,1.3874969893143743,5.2386718743012436e-05,8.434,12.01,1541.3479022979736
14.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.7315704285010672,7.315704285010673e-05,1.3753452861646935,5.319176470522064e-05,8.746,12.43,1527.8114771842957
15.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.76001611673855,7.6001611673855e-05,1.3182410395208464,5.7653804877353865e-05,9.198,13.58,1515.6098585128784
16.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.735584327630054,7.35584327630054e-05,1.3306277311455443,5.5281000869926684e-05,9.828,14.09,1501.2310593128204
17.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.7786587554566137,7.786587554566138e-05,1.1252009409375063,6.920175118302362e-05,10.214,14.96,1484.8553619384766
18.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.7978443147757336,7.978443147757336e-05,1.2659962062636902,6.302106679532602e-05,10.416,15.3,1476.701578617096
19.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.7895790660777784,7.895790660777785e-05,1.3048287515317172,6.051208368538051e-05,11.304,15.39,1464.4290652275085
