L,T,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,16,22.530000,22.330000,22.250000,22.310000,22.270000,22.380000,22.520000,22.430000,22.340000,22.340000,22.420000,22.220000,22.410000,22.200000,22.390000,22.290000,22.270000,22.280000,22.270000,22.590000,22.410000
