L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,90.640000,89.850000,84.550000,57.860000,18.570000,11.340000,10.250000,10.070000,10.000000,10.000000,10.000000,10.000000,10.000000
