dataset,arch,variant,variant_label,regularizer,reg_coeff,hinge_tau,weight_decay,seed,L,train_T,test_T,if_mode,spike_schedule,noise_position,noise_type,sigma,acc,checkpoint,matrix_csv
cifar10,vgg16,l2_numerator_detach,mne_l2_numerator_detach_lambda,mne_l2,0.0001,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,45.150000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_l2_numerator_detach_pilot/cifar10/mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l2_numerator_detach,mne_l2_numerator_detach_lambda,mne_l2,0.0001,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.05,45.050000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_l2_numerator_detach_pilot/cifar10/mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l2_numerator_detach,mne_l2_numerator_detach_lambda,mne_l2,0.0001,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.1,45.110000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_l2_numerator_detach_pilot/cifar10/mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l2_numerator_detach,mne_l2_numerator_detach_lambda,mne_l2,0.0001,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.15,45.140000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_l2_numerator_detach_pilot/cifar10/mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l2_numerator_detach,mne_l2_numerator_detach_lambda,mne_l2,0.0001,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.2,45.000000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_l2_numerator_detach_pilot/cifar10/mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l2_numerator_detach,mne_l2_numerator_detach_lambda,mne_l2,0.0001,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.25,45.130000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_l2_numerator_detach_pilot/cifar10/mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l2_numerator_detach,mne_l2_numerator_detach_lambda,mne_l2,0.0001,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.3,45.160000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_l2_numerator_detach_pilot/cifar10/mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l2_numerator_detach,mne_l2_numerator_detach_lambda,mne_l2,0.0001,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.35,45.170000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_l2_numerator_detach_pilot/cifar10/mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l2_numerator_detach,mne_l2_numerator_detach_lambda,mne_l2,0.0001,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.4,45.150000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_l2_numerator_detach_pilot/cifar10/mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l2_numerator_detach,mne_l2_numerator_detach_lambda,mne_l2,0.0001,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.45,45.040000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_l2_numerator_detach_pilot/cifar10/mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l2_numerator_detach,mne_l2_numerator_detach_lambda,mne_l2,0.0001,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.5,45.090000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_l2_numerator_detach_pilot/cifar10/mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l2_numerator_detach,mne_l2_numerator_detach_lambda,mne_l2,0.0001,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.55,45.040000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_l2_numerator_detach_pilot/cifar10/mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l2_numerator_detach,mne_l2_numerator_detach_lambda,mne_l2,0.0001,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.6,45.130000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_l2_numerator_detach_pilot/cifar10/mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l2_numerator_detach,mne_l2_numerator_detach_lambda,mne_l2,0.0001,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.65,45.140000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_l2_numerator_detach_pilot/cifar10/mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l2_numerator_detach,mne_l2_numerator_detach_lambda,mne_l2,0.0001,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.7,45.250000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_l2_numerator_detach_pilot/cifar10/mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l2_numerator_detach,mne_l2_numerator_detach_lambda,mne_l2,0.0001,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.75,45.160000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_l2_numerator_detach_pilot/cifar10/mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l2_numerator_detach,mne_l2_numerator_detach_lambda,mne_l2,0.0001,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.8,45.190000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_l2_numerator_detach_pilot/cifar10/mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l2_numerator_detach,mne_l2_numerator_detach_lambda,mne_l2,0.0001,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.85,45.000000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_l2_numerator_detach_pilot/cifar10/mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l2_numerator_detach,mne_l2_numerator_detach_lambda,mne_l2,0.0001,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.9,45.300000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_l2_numerator_detach_pilot/cifar10/mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l2_numerator_detach,mne_l2_numerator_detach_lambda,mne_l2,0.0001,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.95,44.930000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_l2_numerator_detach_pilot/cifar10/mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l2_numerator_detach,mne_l2_numerator_detach_lambda,mne_l2,0.0001,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,45.000000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_l2_numerator_detach_pilot/cifar10/mneablate_cifar10_l2_numerator_detach_rc0p0001_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
