name,role,is_head,matched,n_params,out_channels,bn_name,if_name,risk_mean,risk_max,p_gt_tau,q_mean,q_max,q_os_mean,q_mean_pre_norm,kappa_mean
conv1.0,stem,False,True,1728,64,conv1.1,conv1.2,5.1211466789245605,12.923860549926758,1.0,19.484586715698242,50.69544219970703,19.484586715698242,3.0,1.0
conv2_x.0.residual_function.0,residual_preact,False,True,36864,64,conv2_x.0.residual_function.1,conv2_x.0.residual_function.2,1.816601276397705,12.923860549926758,1.0,6.26640510559082,50.69544219970703,6.26640510559082,3.0,1.0
conv2_x.0.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.0.residual_function.4,conv2_x.0.act,0.9970555901527405,12.923860549926758,1.0,2.988222599029541,50.69544219970703,2.988222599029541,3.0,1.0
conv2_x.1.residual_function.0,residual_preact,False,True,36864,64,conv2_x.1.residual_function.1,conv2_x.1.residual_function.2,0.8077412843704224,0.8077412843704224,1.0,2.2309651374816895,2.2309651374816895,2.2309651374816895,3.0,1.0
conv2_x.1.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.1.residual_function.4,conv2_x.1.act,1.5030912160873413,12.923860549926758,1.0,5.012364864349365,50.69544219970703,5.012364864349365,3.0,1.0
conv3_x.0.residual_function.0,residual_preact,False,True,73728,128,conv3_x.0.residual_function.1,conv3_x.0.residual_function.2,0.8077412843704224,0.8077412843704224,1.0,2.2309651374816895,2.2309651374816895,2.2309651374816895,3.0,1.0
conv3_x.0.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.0.residual_function.4,conv3_x.0.act,1.7543129920959473,12.923860549926758,1.0,6.017251968383789,50.69544219970703,6.017251968383789,3.0,1.0
conv3_x.0.shortcut.0,shortcut,False,True,8192,128,conv3_x.0.shortcut.1,conv3_x.0.act,1.7543129920959473,12.923860549926758,1.0,6.017251968383789,50.69544219970703,6.017251968383789,3.0,1.0
conv3_x.1.residual_function.0,residual_preact,False,True,147456,128,conv3_x.1.residual_function.1,conv3_x.1.residual_function.2,0.8077412843704224,0.8077412843704224,1.0,2.2309651374816895,2.2309651374816895,2.2309651374816895,3.0,1.0
conv3_x.1.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.1.residual_function.4,conv3_x.1.act,1.7543129920959473,12.923860549926758,1.0,6.017251968383789,50.69544219970703,6.017251968383789,3.0,1.0
conv4_x.0.residual_function.0,residual_preact,False,True,294912,256,conv4_x.0.residual_function.1,conv4_x.0.residual_function.2,0.8077412843704224,0.8077412843704224,1.0,2.2309651374816895,2.2309651374816895,2.2309651374816895,3.0,1.0
conv4_x.0.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.0.residual_function.4,conv4_x.0.act,0.8550698757171631,12.923860549926758,1.0,2.4202795028686523,50.69544219970703,2.4202795028686523,3.0,1.0
conv4_x.0.shortcut.0,shortcut,False,True,32768,256,conv4_x.0.shortcut.1,conv4_x.0.act,0.8550698757171631,12.923860549926758,1.0,2.4202795028686523,50.69544219970703,2.4202795028686523,3.0,1.0
conv4_x.1.residual_function.0,residual_preact,False,True,589824,256,conv4_x.1.residual_function.1,conv4_x.1.residual_function.2,0.8077412843704224,0.8077412843704224,1.0,2.2309651374816895,2.2309651374816895,2.2309651374816895,3.0,1.0
conv4_x.1.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.1.residual_function.4,conv4_x.1.act,3.2158203125,12.923860549926758,1.0,11.86328125,50.69544219970703,11.86328125,3.0,1.0
conv5_x.0.residual_function.0,residual_preact,False,True,1179648,512,conv5_x.0.residual_function.1,conv5_x.0.residual_function.2,0.8077412843704224,0.8077412843704224,1.0,2.2309651374816895,2.2309651374816895,2.2309651374816895,3.0,1.0
conv5_x.0.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.0.residual_function.4,conv5_x.0.act,0.8077412843704224,0.8077412843704224,1.0,2.2309651374816895,2.2309651374816895,2.2309651374816895,3.0,1.0
conv5_x.0.shortcut.0,shortcut,False,True,131072,512,conv5_x.0.shortcut.1,conv5_x.0.act,0.8077412843704224,0.8077412843704224,1.0,2.2309651374816895,2.2309651374816895,2.2309651374816895,3.0,1.0
conv5_x.1.residual_function.0,residual_preact,False,True,2359296,512,conv5_x.1.residual_function.1,conv5_x.1.residual_function.2,0.9023984670639038,12.923860549926758,1.0,2.6095938682556152,50.69544219970703,2.6095938682556152,3.0,1.0
conv5_x.1.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.1.residual_function.4,conv5_x.1.act,0.8535855412483215,12.923860549926758,1.0,2.414341926574707,50.69544219970703,2.414341926574707,3.0,1.0
fc,classifier_head,True,False,51200,100,,,nan,nan,nan,1.0,1.0,1.0,1.0,1.0
