arch,regularizer,seed,L,T,sigma,acc,checkpoint,matrix_csv
fc2_h32,weight_decay,40,16,16,0.9,96.47,mnist-checkpoints/fc2_h32_L[16]_strict_seed40_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h32,weight_decay,40,16,16,1.0,96.19,mnist-checkpoints/fc2_h32_L[16]_strict_seed40_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_40/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h32,weight_decay,41,16,16,0.0,96.59,mnist-checkpoints/fc2_h32_L[16]_strict_seed41_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h32,weight_decay,41,16,16,0.1,96.6,mnist-checkpoints/fc2_h32_L[16]_strict_seed41_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h32,weight_decay,41,16,16,0.2,96.51,mnist-checkpoints/fc2_h32_L[16]_strict_seed41_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h32,weight_decay,41,16,16,0.3,96.47,mnist-checkpoints/fc2_h32_L[16]_strict_seed41_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h32,weight_decay,41,16,16,0.4,96.38,mnist-checkpoints/fc2_h32_L[16]_strict_seed41_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h32,weight_decay,41,16,16,0.5,96.09,mnist-checkpoints/fc2_h32_L[16]_strict_seed41_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h32,weight_decay,41,16,16,0.6,96.24,mnist-checkpoints/fc2_h32_L[16]_strict_seed41_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h32,weight_decay,41,16,16,0.7,96.08,mnist-checkpoints/fc2_h32_L[16]_strict_seed41_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h32,weight_decay,41,16,16,0.8,95.97,mnist-checkpoints/fc2_h32_L[16]_strict_seed41_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h32,weight_decay,41,16,16,0.9,95.79,mnist-checkpoints/fc2_h32_L[16]_strict_seed41_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h32,weight_decay,41,16,16,1.0,95.61,mnist-checkpoints/fc2_h32_L[16]_strict_seed41_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_41/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h32,weight_decay,42,16,16,0.0,96.59,mnist-checkpoints/fc2_h32_L[16]_strict_seed42_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h32,weight_decay,42,16,16,0.1,96.56,mnist-checkpoints/fc2_h32_L[16]_strict_seed42_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h32,weight_decay,42,16,16,0.2,96.49,mnist-checkpoints/fc2_h32_L[16]_strict_seed42_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h32,weight_decay,42,16,16,0.3,96.48,mnist-checkpoints/fc2_h32_L[16]_strict_seed42_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h32,weight_decay,42,16,16,0.4,96.48,mnist-checkpoints/fc2_h32_L[16]_strict_seed42_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h32,weight_decay,42,16,16,0.5,96.47,mnist-checkpoints/fc2_h32_L[16]_strict_seed42_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h32,weight_decay,42,16,16,0.6,96.31,mnist-checkpoints/fc2_h32_L[16]_strict_seed42_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h32,weight_decay,42,16,16,0.7,96.29,mnist-checkpoints/fc2_h32_L[16]_strict_seed42_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h32,weight_decay,42,16,16,0.8,96.04,mnist-checkpoints/fc2_h32_L[16]_strict_seed42_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h32,weight_decay,42,16,16,0.9,95.9,mnist-checkpoints/fc2_h32_L[16]_strict_seed42_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h32,weight_decay,42,16,16,1.0,96.09,mnist-checkpoints/fc2_h32_L[16]_strict_seed42_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_42/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h32,weight_decay,43,16,16,0.0,96.94,mnist-checkpoints/fc2_h32_L[16]_strict_seed43_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h32,weight_decay,43,16,16,0.1,96.95,mnist-checkpoints/fc2_h32_L[16]_strict_seed43_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h32,weight_decay,43,16,16,0.2,96.85,mnist-checkpoints/fc2_h32_L[16]_strict_seed43_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h32,weight_decay,43,16,16,0.3,96.83,mnist-checkpoints/fc2_h32_L[16]_strict_seed43_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h32,weight_decay,43,16,16,0.4,96.8,mnist-checkpoints/fc2_h32_L[16]_strict_seed43_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h32,weight_decay,43,16,16,0.5,96.66,mnist-checkpoints/fc2_h32_L[16]_strict_seed43_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h32,weight_decay,43,16,16,0.6,96.72,mnist-checkpoints/fc2_h32_L[16]_strict_seed43_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h32,weight_decay,43,16,16,0.7,96.53,mnist-checkpoints/fc2_h32_L[16]_strict_seed43_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h32,weight_decay,43,16,16,0.8,96.37,mnist-checkpoints/fc2_h32_L[16]_strict_seed43_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h32,weight_decay,43,16,16,0.9,96.26,mnist-checkpoints/fc2_h32_L[16]_strict_seed43_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h32,weight_decay,43,16,16,1.0,96.36,mnist-checkpoints/fc2_h32_L[16]_strict_seed43_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h32,weight_decay,44,16,16,0.0,96.74,mnist-checkpoints/fc2_h32_L[16]_strict_seed44_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h32,weight_decay,44,16,16,0.1,96.72,mnist-checkpoints/fc2_h32_L[16]_strict_seed44_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h32,weight_decay,44,16,16,0.2,96.54,mnist-checkpoints/fc2_h32_L[16]_strict_seed44_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h32,weight_decay,44,16,16,0.3,96.44,mnist-checkpoints/fc2_h32_L[16]_strict_seed44_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h32,weight_decay,44,16,16,0.4,96.37,mnist-checkpoints/fc2_h32_L[16]_strict_seed44_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h32,weight_decay,44,16,16,0.5,96.32,mnist-checkpoints/fc2_h32_L[16]_strict_seed44_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h32,weight_decay,44,16,16,0.6,96.31,mnist-checkpoints/fc2_h32_L[16]_strict_seed44_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h32,weight_decay,44,16,16,0.7,96.36,mnist-checkpoints/fc2_h32_L[16]_strict_seed44_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h32,weight_decay,44,16,16,0.8,96.13,mnist-checkpoints/fc2_h32_L[16]_strict_seed44_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h32,weight_decay,44,16,16,0.9,95.95,mnist-checkpoints/fc2_h32_L[16]_strict_seed44_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h32,weight_decay,44,16,16,1.0,95.88,mnist-checkpoints/fc2_h32_L[16]_strict_seed44_ablation_wd_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h32,no_regularization,40,16,16,0.0,95.63,mnist-checkpoints/fc2_h32_L[16]_strict_seed40_ablation_none_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h32,no_regularization,40,16,16,0.1,95.46,mnist-checkpoints/fc2_h32_L[16]_strict_seed40_ablation_none_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h32,no_regularization,40,16,16,0.2,95.34,mnist-checkpoints/fc2_h32_L[16]_strict_seed40_ablation_none_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h32,no_regularization,40,16,16,0.3,95.05,mnist-checkpoints/fc2_h32_L[16]_strict_seed40_ablation_none_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h32,no_regularization,40,16,16,0.4,94.61,mnist-checkpoints/fc2_h32_L[16]_strict_seed40_ablation_none_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h32,no_regularization,40,16,16,0.5,94.26,mnist-checkpoints/fc2_h32_L[16]_strict_seed40_ablation_none_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h32,no_regularization,40,16,16,0.6,93.45,mnist-checkpoints/fc2_h32_L[16]_strict_seed40_ablation_none_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h32,no_regularization,40,16,16,0.7,93.16,mnist-checkpoints/fc2_h32_L[16]_strict_seed40_ablation_none_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h32,no_regularization,40,16,16,0.8,92.06,mnist-checkpoints/fc2_h32_L[16]_strict_seed40_ablation_none_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h32,no_regularization,40,16,16,0.9,91.12,mnist-checkpoints/fc2_h32_L[16]_strict_seed40_ablation_none_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h32,no_regularization,40,16,16,1.0,90.03,mnist-checkpoints/fc2_h32_L[16]_strict_seed40_ablation_none_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h32,no_regularization,41,16,16,0.0,94.94,mnist-checkpoints/fc2_h32_L[16]_strict_seed41_ablation_none_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/no_regularization/seed_41/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h32,no_regularization,41,16,16,0.1,95.03,mnist-checkpoints/fc2_h32_L[16]_strict_seed41_ablation_none_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/no_regularization/seed_41/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h32,no_regularization,41,16,16,0.2,94.87,mnist-checkpoints/fc2_h32_L[16]_strict_seed41_ablation_none_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/no_regularization/seed_41/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h32,no_regularization,41,16,16,0.3,94.9,mnist-checkpoints/fc2_h32_L[16]_strict_seed41_ablation_none_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/no_regularization/seed_41/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h32,no_regularization,41,16,16,0.4,94.53,mnist-checkpoints/fc2_h32_L[16]_strict_seed41_ablation_none_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/no_regularization/seed_41/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h32,no_regularization,41,16,16,0.5,94.42,mnist-checkpoints/fc2_h32_L[16]_strict_seed41_ablation_none_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/no_regularization/seed_41/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h32,no_regularization,41,16,16,0.6,93.95,mnist-checkpoints/fc2_h32_L[16]_strict_seed41_ablation_none_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/no_regularization/seed_41/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h32,no_regularization,41,16,16,0.7,93.75,mnist-checkpoints/fc2_h32_L[16]_strict_seed41_ablation_none_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/no_regularization/seed_41/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h32,no_regularization,41,16,16,0.8,93.12,mnist-checkpoints/fc2_h32_L[16]_strict_seed41_ablation_none_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/no_regularization/seed_41/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h32,no_regularization,41,16,16,0.9,92.73,mnist-checkpoints/fc2_h32_L[16]_strict_seed41_ablation_none_l16_fc2_h32.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16_h32/strict_seed_train_rate_uniform_L16_T16/fc2_h32/no_regularization/seed_41/noise_sweep_matrix_mnist_fc2_h32_T16_mode_rate_uniform_schedule_normal_seed_41.csv
