L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,91.070000,91.020000,90.900000,90.770000,90.650000,90.530000,90.110000,89.500000,88.790000,87.660000,86.120000,83.670000,80.750000
