L,T,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,58.560000,43.860000,31.540000,22.810000,18.040000,15.140000,13.950000,12.970000,12.420000,11.920000,11.770000,11.510000,11.200000,11.510000,11.180000,11.070000,11.040000
