L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,96.060000,95.980000,95.880000,95.620000,95.610000,95.460000,94.730000,94.480000,93.780000,92.910000,92.250000
