L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,87.760000,86.650000,83.040000,77.020000,68.000000,60.360000,52.980000,44.500000,39.240000,34.360000,30.880000,27.710000,25.570000
