L,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,66.560000,53.720000,40.230000,30.890000,23.530000,18.890000,16.350000,14.360000,13.130000,12.420000,11.860000,11.470000,11.180000,11.100000,10.980000,10.710000,10.890000
