dataset,method,method_label,seed,L,T,parameters,fp32_param_kib,n_samples,accuracy,if_firing_density,ann_dense_macs_per_sample,snn_dense_ops_per_sample,event_synops_per_sample,event_synops_per_ann_mac,checkpoint
fashion_mnist,mne,MNE-L2,44,16,8,2081,8.12890625,1024,82.51953125,0.0816598619733538,30184.0,241472.0,26820.361328125,0.8885621961345415,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed44_ep30_L16_trainT0.pth
fashion_mnist,mne,MNE-L2,44,16,16,2081,8.12890625,1024,84.375,0.08324829412966359,30184.0,482944.0,58482.41015625,1.9375301535995892,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed44_ep30_L16_trainT0.pth
fashion_mnist,orthogonal,Orthogonal,40,16,4,2081,8.12890625,1024,62.40234375,0.0606469134895169,30184.0,120736.0,8476.95703125,0.2808427322836602,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed40_ep30_L16_trainT0.pth
fashion_mnist,orthogonal,Orthogonal,40,16,8,2081,8.12890625,1024,80.95703125,0.06552583344128667,30184.0,241472.0,19005.166015625,0.6296437190440299,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed40_ep30_L16_trainT0.pth
fashion_mnist,orthogonal,Orthogonal,40,16,16,2081,8.12890625,1024,84.5703125,0.06707925212626555,30184.0,482944.0,40222.296875,1.33257013235489,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed40_ep30_L16_trainT0.pth
fashion_mnist,orthogonal,Orthogonal,41,16,4,2081,8.12890625,1024,77.24609375,0.09114868786870217,30184.0,120736.0,12528.84765625,0.41508241638782134,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed41_ep30_L16_trainT0.pth
fashion_mnist,orthogonal,Orthogonal,41,16,8,2081,8.12890625,1024,82.6171875,0.08885321325185347,30184.0,241472.0,24909.26171875,0.8252472077507951,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed41_ep30_L16_trainT0.pth
fashion_mnist,orthogonal,Orthogonal,41,16,16,2081,8.12890625,1024,83.10546875,0.07675998064936423,30184.0,482944.0,47064.27734375,1.5592458701215877,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed41_ep30_L16_trainT0.pth
fashion_mnist,orthogonal,Orthogonal,42,16,4,2081,8.12890625,1024,74.70703125,0.0843184334891183,30184.0,120736.0,11000.34765625,0.364443004779022,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,orthogonal,Orthogonal,42,16,8,2081,8.12890625,1024,77.5390625,0.06355663221709583,30184.0,241472.0,17797.34375,0.5896284041213888,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,orthogonal,Orthogonal,42,16,16,2081,8.12890625,1024,83.203125,0.07149293471355828,30184.0,482944.0,41064.490234375,1.3604721121910615,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed42_ep30_L16_trainT0.pth
fashion_mnist,orthogonal,Orthogonal,43,16,4,2081,8.12890625,1024,71.38671875,0.07203230565908003,30184.0,120736.0,9633.794921875,0.31916892797094487,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed43_ep30_L16_trainT0.pth
fashion_mnist,orthogonal,Orthogonal,43,16,8,2081,8.12890625,1024,82.91015625,0.07655786008250956,30184.0,241472.0,21621.7734375,0.7163322766200636,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed43_ep30_L16_trainT0.pth
fashion_mnist,orthogonal,Orthogonal,43,16,16,2081,8.12890625,1024,84.765625,0.07733531874053333,30184.0,482944.0,45379.66796875,1.5034345338175854,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed43_ep30_L16_trainT0.pth
fashion_mnist,orthogonal,Orthogonal,44,16,4,2081,8.12890625,1024,78.02734375,0.08999135542889031,30184.0,120736.0,13728.6015625,0.45483042547376096,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed44_ep30_L16_trainT0.pth
fashion_mnist,orthogonal,Orthogonal,44,16,8,2081,8.12890625,1024,81.93359375,0.08230843835947466,30184.0,241472.0,26896.921875,0.8910986574012721,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed44_ep30_L16_trainT0.pth
fashion_mnist,orthogonal,Orthogonal,44,16,16,2081,8.12890625,1024,84.9609375,0.08639553615025111,30184.0,482944.0,59157.25390625,1.959887818256361,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed44_ep30_L16_trainT0.pth
fashion_mnist,no_reg,No regularization,40,16,4,2081,8.12890625,1024,60.7421875,0.061564075703523596,30184.0,120736.0,8550.794921875,0.2832889915808044,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed40_ep30_L16_trainT0.pth
fashion_mnist,no_reg,No regularization,40,16,8,2081,8.12890625,1024,81.73828125,0.06632855473732462,30184.0,241472.0,19088.748046875,0.6324128030372052,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed40_ep30_L16_trainT0.pth
fashion_mnist,no_reg,No regularization,40,16,16,2081,8.12890625,1024,84.1796875,0.06772971639827806,30184.0,482944.0,40551.80078125,1.343486641308309,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed40_ep30_L16_trainT0.pth
fashion_mnist,no_reg,No regularization,41,16,4,2081,8.12890625,1024,76.7578125,0.09156269929846939,30184.0,120736.0,11819.93359375,0.391595997672608,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed41_ep30_L16_trainT0.pth
fashion_mnist,no_reg,No regularization,41,16,8,2081,8.12890625,1024,79.296875,0.0638969187833825,30184.0,241472.0,19205.19921875,0.6362708461022396,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed41_ep30_L16_trainT0.pth
fashion_mnist,no_reg,No regularization,41,16,16,2081,8.12890625,1024,83.59375,0.07463881434226523,30184.0,482944.0,44415.048828125,1.471476571300192,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed41_ep30_L16_trainT0.pth
fashion_mnist,no_reg,No regularization,42,16,4,2081,8.12890625,1024,72.4609375,0.08316982035734216,30184.0,120736.0,10890.091796875,0.3607902132545388,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,no_reg,No regularization,42,16,8,2081,8.12890625,1024,78.90625,0.0624694434963927,30184.0,241472.0,17425.234375,0.5773003702292605,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,no_reg,No regularization,42,16,16,2081,8.12890625,1024,81.25,0.07003389086042132,30184.0,482944.0,40513.05078125,1.3422028485704347,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,no_reg,No regularization,43,16,4,2081,8.12890625,1024,70.3125,0.06273215157645089,30184.0,120736.0,9393.65234375,0.31121297189736286,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed43_ep30_L16_trainT0.pth
fashion_mnist,no_reg,No regularization,43,16,8,2081,8.12890625,1024,81.34765625,0.07260762428750797,30184.0,241472.0,21374.951171875,0.7081550215967068,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed43_ep30_L16_trainT0.pth
fashion_mnist,no_reg,No regularization,43,16,16,2081,8.12890625,1024,84.86328125,0.07332085589973295,30184.0,482944.0,45012.2734375,1.4912627033362047,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed43_ep30_L16_trainT0.pth
fashion_mnist,no_reg,No regularization,44,16,4,2081,8.12890625,1024,77.83203125,0.08813671189911511,30184.0,120736.0,14290.69140625,0.4734525379754174,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed44_ep30_L16_trainT0.pth
fashion_mnist,no_reg,No regularization,44,16,8,2081,8.12890625,1024,81.34765625,0.09731779293138154,30184.0,241472.0,31705.681640625,1.0504135184410615,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed44_ep30_L16_trainT0.pth
fashion_mnist,no_reg,No regularization,44,16,16,2081,8.12890625,1024,82.8125,0.09293094946413624,30184.0,482944.0,65815.876953125,2.1804888998517424,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed44_ep30_L16_trainT0.pth
fashion_mnist,l2,L2,40,16,4,2081,8.12890625,1024,67.578125,0.0841538565499442,30184.0,120736.0,11123.228515625,0.3685140642600384,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed40_ep30_L16_trainT0.pth
fashion_mnist,l2,L2,40,16,8,2081,8.12890625,1024,83.69140625,0.08803130169304049,30184.0,241472.0,24964.38671875,0.8270735064520939,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed40_ep30_L16_trainT0.pth
fashion_mnist,l2,L2,40,16,16,2081,8.12890625,1024,85.05859375,0.0892316467907964,30184.0,482944.0,52095.955078125,1.7259460335980983,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed40_ep30_L16_trainT0.pth
fashion_mnist,l2,L2,41,16,4,2081,8.12890625,1024,82.03125,0.10845978406010842,30184.0,120736.0,14201.955078125,0.4705126914300623,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed41_ep30_L16_trainT0.pth
fashion_mnist,l2,L2,41,16,8,2081,8.12890625,1024,82.8125,0.08235121746452487,30184.0,241472.0,24031.984375,0.7961828907699443,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed41_ep30_L16_trainT0.pth
fashion_mnist,l2,L2,41,16,16,2081,8.12890625,1024,84.375,0.09474551920988122,30184.0,482944.0,54169.42578125,1.7946403982656374,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed41_ep30_L16_trainT0.pth
fashion_mnist,l2,L2,42,16,4,2081,8.12890625,1024,77.83203125,0.09780642451072226,30184.0,120736.0,13279.94140625,0.4399662538513782,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,l2,L2,42,16,8,2081,8.12890625,1024,82.71484375,0.09910194241270727,30184.0,241472.0,26948.564453125,0.8928095829951299,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,l2,L2,42,16,16,2081,8.12890625,1024,80.56640625,0.10073231677619779,30184.0,482944.0,56691.58984375,1.8782000345795786,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,l2,L2,43,16,4,2081,8.12890625,1024,74.51171875,0.08150279765226404,30184.0,120736.0,11438.5625,0.37896112178637686,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed43_ep30_L16_trainT0.pth
fashion_mnist,l2,L2,43,16,8,2081,8.12890625,1024,84.66796875,0.08965266480737803,30184.0,241472.0,26085.4921875,0.8642158821726743,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed43_ep30_L16_trainT0.pth
fashion_mnist,l2,L2,43,16,16,2081,8.12890625,1024,84.27734375,0.09181933500328843,30184.0,482944.0,54795.609375,1.8153859453684071,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed43_ep30_L16_trainT0.pth
fashion_mnist,l2,L2,44,16,4,2081,8.12890625,1024,79.39453125,0.11359436657963967,30184.0,120736.0,17709.599609375,0.5867214288820236,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed44_ep30_L16_trainT0.pth
fashion_mnist,l2,L2,44,16,8,2081,8.12890625,1024,84.08203125,0.1108296841991191,30184.0,241472.0,35978.763671875,1.191981303732938,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed44_ep30_L16_trainT0.pth
fashion_mnist,l2,L2,44,16,16,2081,8.12890625,1024,84.5703125,0.11775608451998963,30184.0,482944.0,80011.025390625,2.6507760863578387,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed44_ep30_L16_trainT0.pth
