L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,56.978000,54.324000,48.696000,41.516000,34.414000,28.468000,23.286000,18.724000,14.764000,11.562000,9.028000,7.000000,5.428000,4.170000,3.080000,2.392000,1.756000,1.428000,1.042000,0.836000,0.674000
