L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,91.280000,91.130000,91.070000,91.120000,90.860000,90.670000,90.480000,89.760000,88.910000,87.890000,85.640000,82.930000,78.830000
