L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,86.260000,86.310000,86.240000,86.110000,86.230000,86.090000,85.760000,86.030000,85.660000,85.620000,85.750000
