L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,91.450000,91.290000,91.340000,91.300000,91.110000,90.960000,90.890000,89.980000,89.140000,88.210000,86.620000,84.060000,80.940000,76.230000,70.430000,62.780000,53.860000,44.100000,35.100000,27.630000,22.380000
