L,T,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,74.860000,66.150000,57.430000,47.550000,38.680000,31.160000,24.380000,20.420000,17.360000,15.060000,13.540000,12.550000,12.000000,11.500000,11.090000,10.830000,10.640000
