L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,57.014000,51.646000,45.476000,37.968000,29.366000,20.188000,12.214000,6.706000,3.432000,1.774000,0.988000,0.560000,0.302000,0.184000,0.130000,0.124000,0.122000,0.110000,0.120000,0.096000,0.124000
