if_name,residual_name,residual_risk_mean,residual_q_mean,residual_q_max,has_shortcut_conv,shortcut_name,shortcut_risk_mean,shortcut_q_mean,shortcut_q_max
conv2_x.0.act,conv2_x.0.residual_function.3,0.5843252539634705,1.0,1.0,False,,,,
conv2_x.1.act,conv2_x.1.residual_function.3,1.078751802444458,1.0,1.0,False,,,,
conv3_x.0.act,conv3_x.0.residual_function.3,0.45866721868515015,1.0,1.0,True,conv3_x.0.shortcut.0,0.5392319560050964,1.0,1.0
conv3_x.1.act,conv3_x.1.residual_function.3,0.61721271276474,1.0,1.0,False,,,,
conv4_x.0.act,conv4_x.0.residual_function.3,0.45139336585998535,1.0,1.0,True,conv4_x.0.shortcut.0,0.44989699125289917,1.0,1.0
conv4_x.1.act,conv4_x.1.residual_function.3,1.03969407081604,1.0,1.0,False,,,,
conv5_x.0.act,conv5_x.0.residual_function.3,0.8578511476516724,1.0,1.0,True,conv5_x.0.shortcut.0,0.4499017298221588,1.0,1.0
conv5_x.1.act,conv5_x.1.residual_function.3,2.4639761447906494,1.0,1.0,False,,,,
