L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,95.580000,95.670000,95.620000,95.760000,95.710000,95.560000,95.550000,95.430000,95.340000,95.180000,95.060000
