L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,81.940000,69.850000,61.670000,55.370000,44.450000,35.260000,29.130000,23.830000,20.560000,18.070000,16.220000,14.440000,13.410000
