arch,hidden_size,regularizer,seed,L,T,if_mode,sigma,acc,checkpoint,matrix_csv
fc3_h4,4,mne_l2,40,16,16,,0.0,86.26,mnist-checkpoints/fc3_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3_h4,4,mne_l2,40,16,16,,0.1,86.31,mnist-checkpoints/fc3_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3_h4,4,mne_l2,40,16,16,,0.2,86.24,mnist-checkpoints/fc3_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3_h4,4,mne_l2,40,16,16,,0.3,86.11,mnist-checkpoints/fc3_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3_h4,4,mne_l2,40,16,16,,0.4,86.23,mnist-checkpoints/fc3_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3_h4,4,mne_l2,40,16,16,,0.5,86.09,mnist-checkpoints/fc3_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3_h4,4,mne_l2,40,16,16,,0.6,85.76,mnist-checkpoints/fc3_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3_h4,4,mne_l2,40,16,16,,0.7,86.03,mnist-checkpoints/fc3_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3_h4,4,mne_l2,40,16,16,,0.8,85.66,mnist-checkpoints/fc3_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3_h4,4,mne_l2,40,16,16,,0.9,85.62,mnist-checkpoints/fc3_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3_h4,4,mne_l2,40,16,16,,1.0,85.75,mnist-checkpoints/fc3_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3_h4,4,mne_l2,41,16,16,,0.0,68.51,mnist-checkpoints/fc3_h4_L[16]_strict_seed41_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_41/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3_h4,4,mne_l2,41,16,16,,0.1,68.46,mnist-checkpoints/fc3_h4_L[16]_strict_seed41_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_41/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3_h4,4,mne_l2,41,16,16,,0.2,68.44,mnist-checkpoints/fc3_h4_L[16]_strict_seed41_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_41/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3_h4,4,mne_l2,41,16,16,,0.3,68.28,mnist-checkpoints/fc3_h4_L[16]_strict_seed41_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_41/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3_h4,4,mne_l2,41,16,16,,0.4,68.46,mnist-checkpoints/fc3_h4_L[16]_strict_seed41_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_41/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3_h4,4,mne_l2,41,16,16,,0.5,68.04,mnist-checkpoints/fc3_h4_L[16]_strict_seed41_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_41/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3_h4,4,mne_l2,41,16,16,,0.6,67.88,mnist-checkpoints/fc3_h4_L[16]_strict_seed41_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_41/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3_h4,4,mne_l2,41,16,16,,0.7,67.73,mnist-checkpoints/fc3_h4_L[16]_strict_seed41_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_41/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3_h4,4,mne_l2,41,16,16,,0.8,67.64,mnist-checkpoints/fc3_h4_L[16]_strict_seed41_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_41/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3_h4,4,mne_l2,41,16,16,,0.9,67.11,mnist-checkpoints/fc3_h4_L[16]_strict_seed41_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_41/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3_h4,4,mne_l2,41,16,16,,1.0,66.91,mnist-checkpoints/fc3_h4_L[16]_strict_seed41_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_41/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3_h4,4,mne_l2,42,16,16,,0.0,60.32,mnist-checkpoints/fc3_h4_L[16]_strict_seed42_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_42/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc3_h4,4,mne_l2,42,16,16,,0.1,60.38,mnist-checkpoints/fc3_h4_L[16]_strict_seed42_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_42/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc3_h4,4,mne_l2,42,16,16,,0.2,60.36,mnist-checkpoints/fc3_h4_L[16]_strict_seed42_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_42/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc3_h4,4,mne_l2,42,16,16,,0.3,60.24,mnist-checkpoints/fc3_h4_L[16]_strict_seed42_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_42/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc3_h4,4,mne_l2,42,16,16,,0.4,60.27,mnist-checkpoints/fc3_h4_L[16]_strict_seed42_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_42/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc3_h4,4,mne_l2,42,16,16,,0.5,60.23,mnist-checkpoints/fc3_h4_L[16]_strict_seed42_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_42/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc3_h4,4,mne_l2,42,16,16,,0.6,59.97,mnist-checkpoints/fc3_h4_L[16]_strict_seed42_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_42/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc3_h4,4,mne_l2,42,16,16,,0.7,59.75,mnist-checkpoints/fc3_h4_L[16]_strict_seed42_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_42/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc3_h4,4,mne_l2,42,16,16,,0.8,59.69,mnist-checkpoints/fc3_h4_L[16]_strict_seed42_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_42/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc3_h4,4,mne_l2,42,16,16,,0.9,59.38,mnist-checkpoints/fc3_h4_L[16]_strict_seed42_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_42/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc3_h4,4,mne_l2,42,16,16,,1.0,59.37,mnist-checkpoints/fc3_h4_L[16]_strict_seed42_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_42/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc3_h4,4,mne_l2,43,16,16,,0.0,80.22,mnist-checkpoints/fc3_h4_L[16]_strict_seed43_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_43/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3_h4,4,mne_l2,43,16,16,,0.1,80.14,mnist-checkpoints/fc3_h4_L[16]_strict_seed43_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_43/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3_h4,4,mne_l2,43,16,16,,0.2,80.12,mnist-checkpoints/fc3_h4_L[16]_strict_seed43_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_43/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3_h4,4,mne_l2,43,16,16,,0.3,80.18,mnist-checkpoints/fc3_h4_L[16]_strict_seed43_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_43/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3_h4,4,mne_l2,43,16,16,,0.4,80.19,mnist-checkpoints/fc3_h4_L[16]_strict_seed43_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_43/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3_h4,4,mne_l2,43,16,16,,0.5,80.1,mnist-checkpoints/fc3_h4_L[16]_strict_seed43_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_43/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3_h4,4,mne_l2,43,16,16,,0.6,79.68,mnist-checkpoints/fc3_h4_L[16]_strict_seed43_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_43/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3_h4,4,mne_l2,43,16,16,,0.7,79.95,mnist-checkpoints/fc3_h4_L[16]_strict_seed43_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_43/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3_h4,4,mne_l2,43,16,16,,0.8,79.5,mnist-checkpoints/fc3_h4_L[16]_strict_seed43_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_43/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3_h4,4,mne_l2,43,16,16,,0.9,79.21,mnist-checkpoints/fc3_h4_L[16]_strict_seed43_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_43/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3_h4,4,mne_l2,43,16,16,,1.0,79.23,mnist-checkpoints/fc3_h4_L[16]_strict_seed43_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_43/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3_h4,4,mne_l2,44,16,16,,0.0,40.06,mnist-checkpoints/fc3_h4_L[16]_strict_seed44_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_44/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3_h4,4,mne_l2,44,16,16,,0.1,39.9,mnist-checkpoints/fc3_h4_L[16]_strict_seed44_ablation_mne_l2_l16_fc3_h4_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc3_h4_h8_h16_h32_h64_h128/strict_seed_train_rate_uniform_L16_T16/fc3_h4/mne_l2/seed_44/noise_sweep_matrix_mnist_fc3_h4_T16_mode_rate_uniform_schedule_normal_seed_44.csv
