L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,88.700000,87.010000,79.280000,69.520000,60.430000,52.980000,45.360000,40.790000,36.410000,32.170000,28.740000,26.090000,24.270000
