L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,64.230000,64.150000,64.020000,63.830000,63.910000,63.920000,63.180000,62.350000,60.620000,58.470000,55.060000,50.940000,44.860000
