dataset,model,method,method_label,regularizer,reg_coeff,weight_decay,seed,L,train_T,test_T,if_mode,spike_schedule,noise_position,noise_type,sigma,acc,checkpoint,matrix_csv
fashion_mnist,fc3_h8,old_detach,old_mne_detach_lambda,mne_l2,0p0001,0.0,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,80.930000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_old_detach_rc0p0001_seed40_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/old_detach/rc0p0001/seed_40/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fashion_mnist,fc3_h8,old_detach,old_mne_detach_lambda,mne_l2,0p0001,0.0,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,76.700000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_old_detach_rc0p0001_seed40_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/old_detach/rc0p0001/seed_40/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fashion_mnist,fc3_h8,old_detach,old_mne_detach_lambda,mne_l2,0p0001,0.0,41,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,80.000000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_old_detach_rc0p0001_seed41_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/old_detach/rc0p0001/seed_41/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fashion_mnist,fc3_h8,old_detach,old_mne_detach_lambda,mne_l2,0p0001,0.0,41,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,75.290000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_old_detach_rc0p0001_seed41_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/old_detach/rc0p0001/seed_41/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fashion_mnist,fc3_h8,old_detach,old_mne_detach_lambda,mne_l2,0p0001,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,80.910000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/old_detach/rc0p0001/seed_42/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,fc3_h8,old_detach,old_mne_detach_lambda,mne_l2,0p0001,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,76.940000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/old_detach/rc0p0001/seed_42/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,fc3_h8,spectral_mne,spectral_mne_detach_lambda,spectral_mne,1em06,0.0,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,81.030000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_spectral_mne_rc1em06_seed40_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/spectral_mne/rc1em06/seed_40/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fashion_mnist,fc3_h8,spectral_mne,spectral_mne_detach_lambda,spectral_mne,1em06,0.0,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,76.720000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_spectral_mne_rc1em06_seed40_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/spectral_mne/rc1em06/seed_40/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fashion_mnist,fc3_h8,spectral_mne,spectral_mne_detach_lambda,spectral_mne,1em06,0.0,41,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,79.790000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_spectral_mne_rc1em06_seed41_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/spectral_mne/rc1em06/seed_41/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fashion_mnist,fc3_h8,spectral_mne,spectral_mne_detach_lambda,spectral_mne,1em06,0.0,41,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,75.000000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_spectral_mne_rc1em06_seed41_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/spectral_mne/rc1em06/seed_41/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fashion_mnist,fc3_h8,spectral_mne,spectral_mne_detach_lambda,spectral_mne,1em06,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,80.520000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_spectral_mne_rc1em06_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/spectral_mne/rc1em06/seed_42/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,fc3_h8,spectral_mne,spectral_mne_detach_lambda,spectral_mne,1em06,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,76.370000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_spectral_mne_rc1em06_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/spectral_mne/rc1em06/seed_42/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,fc3_h8,l2,l2_wd0p0005,weight_decay,none,0.0005,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,81.340000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_l2_rcnone_seed40_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/l2/rcnone/seed_40/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fashion_mnist,fc3_h8,l2,l2_wd0p0005,weight_decay,none,0.0005,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,77.110000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_l2_rcnone_seed40_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/l2/rcnone/seed_40/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fashion_mnist,fc3_h8,l2,l2_wd0p0005,weight_decay,none,0.0005,41,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,79.870000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_l2_rcnone_seed41_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/l2/rcnone/seed_41/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fashion_mnist,fc3_h8,l2,l2_wd0p0005,weight_decay,none,0.0005,41,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,75.920000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_l2_rcnone_seed41_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/l2/rcnone/seed_41/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fashion_mnist,fc3_h8,l2,l2_wd0p0005,weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,81.260000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/l2/rcnone/seed_42/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,fc3_h8,l2,l2_wd0p0005,weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,77.370000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/l2/rcnone/seed_42/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,fc3_h8,no_reg,no_regularization,weight_decay,none,0.0,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,81.160000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_no_reg_rcnone_seed40_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/no_reg/rcnone/seed_40/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fashion_mnist,fc3_h8,no_reg,no_regularization,weight_decay,none,0.0,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,76.730000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_no_reg_rcnone_seed40_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/no_reg/rcnone/seed_40/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fashion_mnist,fc3_h8,no_reg,no_regularization,weight_decay,none,0.0,41,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,80.450000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_no_reg_rcnone_seed41_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/no_reg/rcnone/seed_41/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fashion_mnist,fc3_h8,no_reg,no_regularization,weight_decay,none,0.0,41,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,76.330000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_no_reg_rcnone_seed41_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/no_reg/rcnone/seed_41/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fashion_mnist,fc3_h8,no_reg,no_regularization,weight_decay,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,80.650000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_no_reg_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/no_reg/rcnone/seed_42/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,fc3_h8,no_reg,no_regularization,weight_decay,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,76.700000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_no_reg_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_ep30_3seed_selected/fc3_h8/no_reg/rcnone/seed_42/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
