dataset,variant,variant_label,regularizer,reg_coeff,hinge_tau,sigma,n,acc_mean,acc_std
cifar10,l2_numerator,mne_l2_numerator_lambda_trainable,mne_l2,1e-07,none,0,1,89.730000,0.000000
cifar10,l2_numerator,mne_l2_numerator_lambda_trainable,mne_l2,1e-07,none,0.05,1,89.690000,0.000000
cifar10,l2_numerator,mne_l2_numerator_lambda_trainable,mne_l2,1e-07,none,0.1,1,89.720000,0.000000
cifar10,l2_numerator,mne_l2_numerator_lambda_trainable,mne_l2,1e-07,none,0.15,1,89.730000,0.000000
cifar10,l2_numerator,mne_l2_numerator_lambda_trainable,mne_l2,1e-07,none,0.2,1,89.720000,0.000000
cifar10,l2_numerator,mne_l2_numerator_lambda_trainable,mne_l2,1e-07,none,0.25,1,89.680000,0.000000
cifar10,l2_numerator,mne_l2_numerator_lambda_trainable,mne_l2,1e-07,none,0.3,1,89.690000,0.000000
cifar10,l2_numerator,mne_l2_numerator_lambda_trainable,mne_l2,1e-07,none,0.35,1,89.730000,0.000000
cifar10,l2_numerator,mne_l2_numerator_lambda_trainable,mne_l2,1e-07,none,0.4,1,89.580000,0.000000
cifar10,l2_numerator,mne_l2_numerator_lambda_trainable,mne_l2,1e-07,none,0.45,1,89.730000,0.000000
cifar10,l2_numerator,mne_l2_numerator_lambda_trainable,mne_l2,1e-07,none,0.5,1,89.740000,0.000000
cifar10,l2_numerator,mne_l2_numerator_lambda_trainable,mne_l2,1e-07,none,0.55,1,89.700000,0.000000
cifar10,l2_numerator,mne_l2_numerator_lambda_trainable,mne_l2,1e-07,none,0.6,1,89.760000,0.000000
cifar10,l2_numerator,mne_l2_numerator_lambda_trainable,mne_l2,1e-07,none,0.65,1,89.780000,0.000000
cifar10,l2_numerator,mne_l2_numerator_lambda_trainable,mne_l2,1e-07,none,0.7,1,89.690000,0.000000
cifar10,l2_numerator,mne_l2_numerator_lambda_trainable,mne_l2,1e-07,none,0.75,1,89.680000,0.000000
cifar10,l2_numerator,mne_l2_numerator_lambda_trainable,mne_l2,1e-07,none,0.8,1,89.750000,0.000000
cifar10,l2_numerator,mne_l2_numerator_lambda_trainable,mne_l2,1e-07,none,0.85,1,89.810000,0.000000
cifar10,l2_numerator,mne_l2_numerator_lambda_trainable,mne_l2,1e-07,none,0.9,1,89.640000,0.000000
cifar10,l2_numerator,mne_l2_numerator_lambda_trainable,mne_l2,1e-07,none,0.95,1,89.720000,0.000000
cifar10,l2_numerator,mne_l2_numerator_lambda_trainable,mne_l2,1e-07,none,1,1,89.590000,0.000000
