L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,89.870000,89.960000,89.820000,89.840000,90.070000,89.920000,89.760000,89.680000,89.670000,89.530000,89.590000
