dataset,model,method,method_label,seed,L,T,site,sigma,sigma_scale,scale_reference,actual_sigma,noise_repeat,noise_seed,accuracy,checkpoint
fashion_mnist,cnn2,old_detach,MNE-L2,40,16,4,post_input_if,0,absolute,1,0,0,20300818,75.190000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed40_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach,MNE-L2,40,16,4,post_input_if,0.5,absolute,1,0.5,0,20300918,50.200000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed40_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach,MNE-L2,40,16,4,post_input_if,0.5,absolute,1,0.5,1,20300919,50.070000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed40_ep30_L16_trainT0.pth
fashion_mnist,cnn2,old_detach,MNE-L2,40,16,4,post_input_if,0.5,absolute,1,0.5,2,20300920,50.770000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed40_ep30_L16_trainT0.pth
fashion_mnist,cnn2,orthogonal,Orthogonal,40,16,4,post_input_if,0,absolute,1,0,0,20300818,59.510000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed40_ep30_L16_trainT0.pth
fashion_mnist,cnn2,orthogonal,Orthogonal,40,16,4,post_input_if,0.5,absolute,1,0.5,0,20300918,49.120000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed40_ep30_L16_trainT0.pth
fashion_mnist,cnn2,orthogonal,Orthogonal,40,16,4,post_input_if,0.5,absolute,1,0.5,1,20300919,49.550000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed40_ep30_L16_trainT0.pth
fashion_mnist,cnn2,orthogonal,Orthogonal,40,16,4,post_input_if,0.5,absolute,1,0.5,2,20300920,49.930000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed40_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg,No Reg,40,16,4,post_input_if,0,absolute,1,0,0,20300818,59.290000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed40_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg,No Reg,40,16,4,post_input_if,0.5,absolute,1,0.5,0,20300918,49.130000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed40_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg,No Reg,40,16,4,post_input_if,0.5,absolute,1,0.5,1,20300919,48.900000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed40_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg,No Reg,40,16,4,post_input_if,0.5,absolute,1,0.5,2,20300920,50.690000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed40_ep30_L16_trainT0.pth
