site,method,method_label,sigma_scale,sigma,n,acc_mean,acc_std
post_input_if,l2,L2,absolute,0,5,75.756000,5.154011
post_input_if,l2,L2,absolute,0.5,5,48.830000,2.494270
post_input_if,no_reg,No Reg,absolute,0,5,71.414000,7.284664
post_input_if,no_reg,No Reg,absolute,0.5,5,50.528667,6.089964
post_input_if,old_detach,MNE-L2,absolute,0,5,74.712000,3.370997
post_input_if,old_detach,MNE-L2,absolute,0.5,5,54.468000,4.550002
post_input_if,orthogonal,Orthogonal,absolute,0,5,72.118000,7.454748
post_input_if,orthogonal,Orthogonal,absolute,0.5,5,53.560667,5.858834
