L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,91.100000,91.050000,91.100000,91.170000,90.870000,90.550000,90.200000,89.320000,88.800000,87.130000,85.440000,82.290000,78.280000
