L,T,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,30.000000,23.000000,17.950000,14.350000,10.980000,9.270000,7.290000,6.180000,5.260000,4.430000,3.900000,3.360000,3.140000,2.820000,2.600000,2.100000,2.080000
