L,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1
4,81.540000,81.440000,81.440000,81.000000,81.140000,81.110000,80.700000,80.440000,79.710000,78.960000,78.130000,77.030000,75.440000,74.150000,73.040000,70.290000,68.380000,66.400000,63.170000,60.560000,57.730000,54.070000,50.770000,46.730000,43.120000,39.160000,34.780000,31.740000,28.700000,25.850000,23.150000,20.920000,18.830000,17.810000,16.270000,15.070000,13.950000,13.470000,12.770000,12.350000,11.910000,11.510000,11.370000,11.060000,10.810000,10.730000,10.740000,10.520000,10.520000,10.370000,10.290000
8,80.020000,79.840000,80.020000,79.930000,79.610000,79.520000,79.350000,79.020000,78.430000,77.600000,76.880000,75.920000,74.610000,73.540000,71.780000,69.910000,68.000000,65.590000,62.930000,59.800000,56.590000,52.740000,49.090000,44.710000,40.510000,36.220000,32.410000,29.110000,26.150000,23.820000,21.600000,20.370000,18.880000,17.990000,17.470000,16.460000,15.750000,15.530000,15.140000,14.680000,14.430000,14.110000,14.010000,13.490000,13.480000,13.120000,12.660000,12.880000,12.290000,12.280000,12.190000
16,75.740000,75.510000,75.730000,75.510000,75.450000,75.380000,74.820000,74.610000,74.540000,73.970000,72.500000,71.660000,71.090000,69.780000,68.670000,67.270000,65.550000,63.350000,61.560000,59.020000,56.440000,53.160000,49.950000,47.090000,43.040000,39.620000,35.320000,31.720000,28.480000,25.660000,23.330000,21.300000,19.540000,18.120000,16.900000,15.910000,15.250000,14.600000,13.690000,13.260000,12.540000,11.880000,11.470000,11.200000,11.010000,10.630000,10.600000,10.390000,10.290000,10.250000,10.160000
