checkpoint,L,T,schedule,activation_layer,noise_type,noise_variance,noise_sigma,sigma_eff,var_eff,rms_delta,n_delta_elements,repeats,max_batches,checkpoint_name_T
mnist-checkpoints/cnn2_L[16]_L2_ann2snn_seed56.pth,16,16,normal,if1,gaussian,0.5,0.7071067811865476,0.7470320784012564,0.558056926160501,0.7500766711500456,4816896,6,4,0
mnist-checkpoints/cnn2_L[16]_L2_ann2snn_seed57.pth,16,16,normal,if1,gaussian,0.5,0.7071067811865476,0.7477256516517662,0.5590936501380585,0.7503763582340522,4816896,6,4,0
mnist-checkpoints/cnn2_L[16]_L2_ann2snn_seed58.pth,16,16,normal,if1,gaussian,0.5,0.7071067811865476,0.6606059180934171,0.4364001790200465,0.6624175971774354,4816896,6,4,0
mnist-checkpoints/cnn2_L[16]_L2_ann2snn_seed59.pth,16,16,normal,if1,gaussian,0.5,0.7071067811865476,1.282820347866462,1.6456280449002303,1.2829776918093625,4816896,6,4,0
mnist-checkpoints/cnn2_L[16]_L2_ann2snn_seed60.pth,16,16,normal,if1,gaussian,0.5,0.7071067811865476,1.0345734955447974,1.070342317683781,1.0428152347921682,4816896,6,4,0
mnist-checkpoints/cnn2_L[16]_L2_ann2snn_seed61.pth,16,16,normal,if1,gaussian,0.5,0.7071067811865476,1.3026167665414206,1.6968104404748259,1.3028943029496765,4816896,6,4,0
mnist-checkpoints/cnn2_L[16]_L2_ann2snn_seed62.pth,16,16,normal,if1,gaussian,0.5,0.7071067811865476,0.748528314815032,0.5602946380798317,0.7509592207205927,4816896,6,4,0
mnist-checkpoints/cnn2_L[16]_L2_ann2snn_seed63.pth,16,16,normal,if1,gaussian,0.5,0.7071067811865476,1.199116765983631,1.437881018463042,1.199280593685004,4816896,6,4,0
mnist-checkpoints_c16_c32/cnn2_L[16].pth,16,16,normal,if1,gaussian,0.5,0.7071067811865476,0.9083772713484729,0.8251492671024973,0.9091384771860257,38535168,6,4,0
mnist-checkpoints_c4_c8/cnn2_L[16].pth,16,16,normal,if1,gaussian,0.5,0.7071067811865476,0.8420613248485659,0.709067274805722,0.8422451742414846,9633792,6,4,0
