dataset,variant,variant_label,regularizer,reg_coeff,hinge_tau,clean_sigma,clean_acc_mean,clean_acc_std,end_sigma,end_acc_mean,end_acc_std,absolute_drop,relative_retention
cifar10,manual_l2_w_bn,manual_l2_weights_plus_bn,manual_l2_w_bn,0.00025,none,0,90.540000,0.000000,1,24.220000,0.000000,66.320000,0.267506
cifar10,manual_l2_w_bn_beta,manual_l2_weights_plus_bn_beta,manual_l2_w_bn_beta,0.00025,none,0,90.710000,0.000000,1,90.300000,0.000000,0.410000,0.995480
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,0,90.970000,0.000000,1,22.560000,0.000000,68.410000,0.247994
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,0,91.170000,0.000000,1,90.800000,0.000000,0.370000,0.995942
