dataset,arch,variant,variant_label,regularizer,reg_coeff,hinge_tau,weight_decay,seed,L,train_T,test_T,if_mode,spike_schedule,noise_position,noise_type,sigma,acc,checkpoint,matrix_csv
cifar10,vgg16,l1_all,l1_all_parameters,l1_all,2e-05,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,85.320000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/cifar10_l1_all_rc1e-4_seed42/cifar10/mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l1_all,l1_all_parameters,l1_all,2e-05,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.05,85.380000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/cifar10_l1_all_rc1e-4_seed42/cifar10/mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l1_all,l1_all_parameters,l1_all,2e-05,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.1,85.200000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/cifar10_l1_all_rc1e-4_seed42/cifar10/mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l1_all,l1_all_parameters,l1_all,2e-05,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.15,85.410000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/cifar10_l1_all_rc1e-4_seed42/cifar10/mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l1_all,l1_all_parameters,l1_all,2e-05,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.2,85.250000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/cifar10_l1_all_rc1e-4_seed42/cifar10/mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l1_all,l1_all_parameters,l1_all,2e-05,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.25,85.390000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/cifar10_l1_all_rc1e-4_seed42/cifar10/mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l1_all,l1_all_parameters,l1_all,2e-05,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.3,85.090000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/cifar10_l1_all_rc1e-4_seed42/cifar10/mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l1_all,l1_all_parameters,l1_all,2e-05,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.35,85.170000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/cifar10_l1_all_rc1e-4_seed42/cifar10/mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l1_all,l1_all_parameters,l1_all,2e-05,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.4,85.410000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/cifar10_l1_all_rc1e-4_seed42/cifar10/mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l1_all,l1_all_parameters,l1_all,2e-05,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.45,85.410000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/cifar10_l1_all_rc1e-4_seed42/cifar10/mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l1_all,l1_all_parameters,l1_all,2e-05,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.5,85.250000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/cifar10_l1_all_rc1e-4_seed42/cifar10/mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l1_all,l1_all_parameters,l1_all,2e-05,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.55,85.330000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/cifar10_l1_all_rc1e-4_seed42/cifar10/mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l1_all,l1_all_parameters,l1_all,2e-05,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.6,85.410000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/cifar10_l1_all_rc1e-4_seed42/cifar10/mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l1_all,l1_all_parameters,l1_all,2e-05,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.65,85.320000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/cifar10_l1_all_rc1e-4_seed42/cifar10/mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l1_all,l1_all_parameters,l1_all,2e-05,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.7,85.460000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/cifar10_l1_all_rc1e-4_seed42/cifar10/mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l1_all,l1_all_parameters,l1_all,2e-05,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.75,85.340000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/cifar10_l1_all_rc1e-4_seed42/cifar10/mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l1_all,l1_all_parameters,l1_all,2e-05,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.8,85.490000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/cifar10_l1_all_rc1e-4_seed42/cifar10/mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l1_all,l1_all_parameters,l1_all,2e-05,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.85,85.200000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/cifar10_l1_all_rc1e-4_seed42/cifar10/mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l1_all,l1_all_parameters,l1_all,2e-05,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.9,85.420000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/cifar10_l1_all_rc1e-4_seed42/cifar10/mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,l1_all,l1_all_parameters,l1_all,2e-05,none,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.95,85.060000,/scratch/gs14/sl9144/snn_ckpts/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/cifar10_l1_all_rc1e-4_seed42/cifar10/mneablate_cifar10_l1_all_rc2em05_seed42_L16_trainT0/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
