L,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,68.510000,68.530000,68.480000,68.480000,68.420000,68.080000,68.070000,68.090000,67.480000,67.660000,66.670000,66.630000,65.950000,64.890000,63.680000,62.810000,60.730000,59.300000,57.880000,55.480000,54.250000
