model,method,method_label,seed,sigma,noise_repeat,noise_seed,L,T,noise_position,checkpoint,n_samples,clean_accuracy,noisy_accuracy,accuracy_drop,prediction_flip_rate,clean_correct_to_wrong_rate,clean_margin_mean,clean_margin_median,noisy_margin_mean,noisy_margin_median,margin_change_mean,margin_change_median,clean_negative_margin_rate,noisy_negative_margin_rate
cnn6_vgg,manual_l2_w_bn,weights + BN,42,0.5,0,20260803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_bn_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,89.16015625,73.828125,15.33203125,0.22509765625,0.19715224534501644,6.899925173143856,6.702778100967407,3.4209679536288604,3.248731255531311,-3.4789572243462317,-3.2237496376037598,0.1083984375,0.26171875
cnn6_vgg,manual_l2_w_bn,weights + BN,42,0.5,1,20261803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_bn_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,89.16015625,74.462890625,14.697265625,0.21875,0.1900328587075575,6.899925173143856,6.702778100967407,3.396590798161924,3.1207213401794434,-3.5033343792892992,-3.2719368934631348,0.1083984375,0.25537109375
cnn6_vgg,manual_l2_w_bn,weights + BN,42,0.5,2,20262803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_bn_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,89.16015625,74.951171875,14.208984375,0.21923828125,0.18674698795180722,6.899925173143856,6.702778100967407,3.3761005934211425,3.1446807384490967,-3.5238245823420584,-3.374964475631714,0.1083984375,0.25048828125
cnn6_vgg,manual_l2_w_bn,weights + BN,42,0.5,3,20263803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_bn_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,89.16015625,75.48828125,13.671875,0.21142578125,0.1796276013143483,6.899925173143856,6.702778100967407,3.4550535382004455,3.211080312728882,-3.4448716333135962,-3.1656861305236816,0.1083984375,0.2451171875
cnn6_vgg,manual_l2_w_bn,weights + BN,42,0.5,4,20264803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_bn_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,89.16015625,74.853515625,14.306640625,0.22021484375,0.18893756845564075,6.899925173143856,6.702778100967407,3.4676945428946055,3.276163101196289,-3.4322306296089664,-3.2190732955932617,0.1083984375,0.25146484375
cnn6_vgg,manual_l2_w_bn,weights + BN,42,1,0,20270803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_bn_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,89.16015625,42.48046875,46.6796875,0.5634765625,0.5514786418400877,6.899925173143856,6.702778100967407,-0.6673182504018769,-0.9490723609924316,-7.567243424477056,-7.3846681118011475,0.1083984375,0.5751953125
cnn6_vgg,manual_l2_w_bn,weights + BN,42,1,1,20271803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_bn_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,89.16015625,42.3828125,46.77734375,0.55859375,0.5487404162102957,6.899925173143856,6.702778100967407,-0.7092725639231503,-1.225708246231079,-7.609197729383595,-7.483906030654907,0.1083984375,0.576171875
cnn6_vgg,manual_l2_w_bn,weights + BN,42,1,2,20272803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_bn_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,89.16015625,42.96875,46.19140625,0.55810546875,0.5465498357064622,6.899925173143856,6.702778100967407,-0.5872095616068691,-1.1274933815002441,-7.48713473463431,-7.4044904708862305,0.1083984375,0.5703125
cnn6_vgg,manual_l2_w_bn,weights + BN,42,1,3,20273803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_bn_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,89.16015625,43.26171875,45.8984375,0.55712890625,0.5405257393209201,6.899925173143856,6.702778100967407,-0.5772390803322196,-1.0392940044403076,-7.477164261159487,-7.478806018829346,0.1083984375,0.5673828125
cnn6_vgg,manual_l2_w_bn,weights + BN,42,1,4,20274803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_bn_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,89.16015625,41.357421875,47.802734375,0.572265625,0.5618838992332968,6.899925173143856,6.702778100967407,-0.6080154241062701,-1.1983771324157715,-7.507940593757667,-7.362742900848389,0.1083984375,0.58642578125
cnn6_vgg,manual_l2_w_if,weights + IF,42,0.5,0,20260803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_if_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,87.79296875,56.201171875,31.591796875,0.40771484375,0.38987764182424917,6.867753796628676,6.857139825820923,1.0928233445738442,0.8326032161712646,-5.774930455954745,-5.32098388671875,0.1220703125,0.43798828125
cnn6_vgg,manual_l2_w_if,weights + IF,42,0.5,1,20261803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_if_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,87.79296875,56.689453125,31.103515625,0.412109375,0.38876529477196886,6.867753796628676,6.857139825820923,1.0986061003059149,0.9421708583831787,-5.769147701677866,-5.187134265899658,0.1220703125,0.43310546875
cnn6_vgg,manual_l2_w_if,weights + IF,42,0.5,2,20262803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_if_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,87.79296875,56.34765625,31.4453125,0.41748046875,0.3932146829810901,6.867753796628676,6.857139825820923,1.1445393183967099,0.9338798522949219,-5.723214474506676,-5.361720085144043,0.1220703125,0.4365234375
cnn6_vgg,manual_l2_w_if,weights + IF,42,0.5,3,20263803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_if_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,87.79296875,56.4453125,31.34765625,0.4091796875,0.39043381535038935,6.867753796628676,6.857139825820923,1.1472833121661097,0.9738816022872925,-5.7204704898176715,-5.3058013916015625,0.1220703125,0.435546875
cnn6_vgg,manual_l2_w_if,weights + IF,42,0.5,4,20264803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_if_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,87.79296875,56.0546875,31.73828125,0.4072265625,0.3882091212458287,6.867753796628676,6.857139825820923,1.0654664488974959,0.8886871337890625,-5.802287346334197,-5.138274192810059,0.1220703125,0.439453125
cnn6_vgg,manual_l2_w_if,weights + IF,42,1,0,20270803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_if_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,87.79296875,32.91015625,54.8828125,0.65673828125,0.6568409343715239,6.867753796628676,6.857139825820923,-2.378166081616655,-2.720736265182495,-9.245919875451364,-9.247443675994873,0.1220703125,0.6708984375
cnn6_vgg,manual_l2_w_if,weights + IF,42,1,1,20271803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_if_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,87.79296875,32.470703125,55.322265625,0.66162109375,0.6618464961067854,6.867753796628676,6.857139825820923,-2.3801314427983016,-2.739535093307495,-9.247885260614567,-9.345694065093994,0.1220703125,0.67529296875
cnn6_vgg,manual_l2_w_if,weights + IF,42,1,2,20272803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_if_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,87.79296875,32.51953125,55.2734375,0.662109375,0.664071190211346,6.867753796628676,6.857139825820923,-2.4452199460938573,-2.9728097915649414,-9.312973735271953,-9.294642925262451,0.1220703125,0.6748046875
cnn6_vgg,manual_l2_w_if,weights + IF,42,1,3,20273803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_if_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,87.79296875,32.861328125,54.931640625,0.65771484375,0.6562847608453838,6.867753796628676,6.857139825820923,-2.2740994835621677,-2.5863003730773926,-9.141853287466802,-9.234047412872314,0.1220703125,0.67138671875
cnn6_vgg,manual_l2_w_if,weights + IF,42,1,4,20274803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_if_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,87.79296875,32.8125,54.98046875,0.6552734375,0.6568409343715239,6.867753796628676,6.857139825820923,-2.266018522554077,-2.7760534286499023,-9.13377231056802,-9.136547088623047,0.1220703125,0.671875
cnn6_vgg,manual_l2_w_bn_if,weights + BN + IF,42,0.5,0,20260803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_bn_if_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,88.720703125,67.87109375,20.849609375,0.2900390625,0.263621353880022,6.854931411333382,6.5327372550964355,2.657027993700467,2.4365081787109375,-4.197903418564238,-3.762350559234619,0.11279296875,0.3212890625
cnn6_vgg,manual_l2_w_bn_if,weights + BN + IF,42,0.5,1,20261803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_bn_if_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,88.720703125,68.06640625,20.654296875,0.28564453125,0.2608695652173913,6.854931411333382,6.5327372550964355,2.6558835587347858,2.533200740814209,-4.199047853355296,-3.930697441101074,0.11279296875,0.3193359375
cnn6_vgg,manual_l2_w_bn_if,weights + BN + IF,42,0.5,2,20262803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_bn_if_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,88.720703125,68.115234375,20.60546875,0.2861328125,0.259768849752339,6.854931411333382,6.5327372550964355,2.6665474747424014,2.528323173522949,-4.188383934728336,-3.9102072715759277,0.11279296875,0.31884765625
cnn6_vgg,manual_l2_w_bn_if,weights + BN + IF,42,0.5,3,20263803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_bn_if_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,88.720703125,68.310546875,20.41015625,0.28955078125,0.2608695652173913,6.854931411333382,6.5327372550964355,2.7187531783711165,2.601388931274414,-4.136178238783032,-3.787382125854492,0.11279296875,0.31689453125
cnn6_vgg,manual_l2_w_bn_if,weights + BN + IF,42,0.5,4,20264803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_bn_if_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,88.720703125,68.65234375,20.068359375,0.28466796875,0.2592184920198129,6.854931411333382,6.5327372550964355,2.699802212184295,2.4496686458587646,-4.155129201593809,-3.8132262229919434,0.11279296875,0.3134765625
cnn6_vgg,manual_l2_w_bn_if,weights + BN + IF,42,1,0,20270803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_bn_if_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,88.720703125,35.546875,53.173828125,0.6328125,0.6263070996147496,6.854931411333382,6.5327372550964355,-1.9109368867939338,-2.453587055206299,-8.765868292888626,-8.769993782043457,0.11279296875,0.64453125
cnn6_vgg,manual_l2_w_bn_if,weights + BN + IF,42,1,1,20271803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_bn_if_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,88.720703125,35.546875,53.173828125,0.6298828125,0.624105668684645,6.854931411333382,6.5327372550964355,-1.9545714557170868,-2.3357841968536377,-8.809502865653485,-8.827226161956787,0.11279296875,0.64453125
cnn6_vgg,manual_l2_w_bn_if,weights + BN + IF,42,1,2,20272803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_bn_if_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,88.720703125,34.9609375,53.759765625,0.63134765625,0.6290588882773803,6.854931411333382,6.5327372550964355,-1.9885517592774704,-2.6710429191589355,-8.843483159085736,-8.941811084747314,0.11279296875,0.650390625
cnn6_vgg,manual_l2_w_bn_if,weights + BN + IF,42,1,3,20273803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_bn_if_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,88.720703125,36.1328125,52.587890625,0.62451171875,0.616400660429279,6.854931411333382,6.5327372550964355,-1.91387923900038,-2.513907551765442,-8.768810641602613,-8.960885524749756,0.11279296875,0.638671875
cnn6_vgg,manual_l2_w_bn_if,weights + BN + IF,42,1,4,20274803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_w_bn_if_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,88.720703125,36.083984375,52.63671875,0.61865234375,0.6152999449642268,6.854931411333382,6.5327372550964355,-1.966213851235807,-2.515293598175049,-8.821145271300338,-8.734049797058105,0.11279296875,0.63916015625
cnn6_vgg,manual_l2_all,all parameters,42,0.5,0,20260803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,89.697265625,61.865234375,27.83203125,0.361328125,0.33587370713119213,7.148021883331239,6.78341007232666,1.901106085977517,1.6025218963623047,-5.246915795258246,-5.0916407108306885,0.10302734375,0.38134765625
cnn6_vgg,manual_l2_all,all parameters,42,0.5,1,20261803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,89.697265625,61.865234375,27.83203125,0.3564453125,0.3326075122482308,7.148021883331239,6.78341007232666,1.919504459016025,1.5612554550170898,-5.228517423034646,-5.129699945449829,0.10302734375,0.38134765625
cnn6_vgg,manual_l2_all,all parameters,42,0.5,2,20262803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,89.697265625,62.79296875,26.904296875,0.349609375,0.326619488296135,7.148021883331239,6.78341007232666,1.9142801890848204,1.6735482215881348,-5.233741696574725,-5.15938663482666,0.10302734375,0.3720703125
cnn6_vgg,manual_l2_all,all parameters,42,0.5,3,20263803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,89.697265625,63.37890625,26.318359375,0.34912109375,0.3200870985302123,7.148021883331239,6.78341007232666,1.9758390702772886,1.6826767921447754,-5.172182813170366,-5.111642837524414,0.10302734375,0.3662109375
cnn6_vgg,manual_l2_all,all parameters,42,0.5,4,20264803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,89.697265625,63.232421875,26.46484375,0.3466796875,0.3206314643440392,7.148021883331239,6.78341007232666,1.9631138127297163,1.632636547088623,-5.184908075025305,-5.027141571044922,0.10302734375,0.36767578125
cnn6_vgg,manual_l2_all,all parameters,42,1,0,20270803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,89.697265625,37.40234375,52.294921875,0.62451171875,0.6124115405552532,7.148021883331239,6.78341007232666,-1.5889470273396,-2.008675217628479,-8.736968906945549,-8.884275436401367,0.10302734375,0.6259765625
cnn6_vgg,manual_l2_all,all parameters,42,1,1,20271803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,89.697265625,36.376953125,53.3203125,0.63623046875,0.623298856831791,7.148021883331239,6.78341007232666,-1.7408375119557604,-2.0561790466308594,-8.888859401689842,-9.064881324768066,0.10302734375,0.63623046875
cnn6_vgg,manual_l2_all,all parameters,42,1,2,20272803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,89.697265625,36.81640625,52.880859375,0.63330078125,0.6216657593903103,7.148021883331239,6.78341007232666,-1.5489792994922027,-1.9361889362335205,-8.697001178516075,-8.909548282623291,0.10302734375,0.6318359375
cnn6_vgg,manual_l2_all,all parameters,42,1,3,20273803,16,16,post_input_if,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_vgg_L[16]_fashion_spectral_mne_cnn6_vgg_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth,2048,89.697265625,36.669921875,53.02734375,0.63427734375,0.6216657593903103,7.148021883331239,6.78341007232666,-1.6035585887730122,-2.071765661239624,-8.7515804663999,-8.956693172454834,0.10302734375,0.63330078125
