arch,hidden_size,regularizer,if_mode,L,T,seed,sigma,acc,checkpoint,matrix_csv
fc3rev_h4,4,mne_l2,rate_uniform,16,16,40,0.00,32.980000,mnist-checkpoints/fc3rev_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3rev_h4_rc1em03.pth,/home/ec2-user/codes/snn_simulation/important_results/new_fc3.1/noise_sweep_rate_uniform_L16_T16/fc3rev_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3rev_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h4,4,mne_l2,rate_uniform,16,16,40,0.05,32.970000,mnist-checkpoints/fc3rev_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3rev_h4_rc1em03.pth,/home/ec2-user/codes/snn_simulation/important_results/new_fc3.1/noise_sweep_rate_uniform_L16_T16/fc3rev_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3rev_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h4,4,mne_l2,rate_uniform,16,16,40,0.10,32.980000,mnist-checkpoints/fc3rev_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3rev_h4_rc1em03.pth,/home/ec2-user/codes/snn_simulation/important_results/new_fc3.1/noise_sweep_rate_uniform_L16_T16/fc3rev_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3rev_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h4,4,mne_l2,rate_uniform,16,16,40,0.15,32.610000,mnist-checkpoints/fc3rev_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3rev_h4_rc1em03.pth,/home/ec2-user/codes/snn_simulation/important_results/new_fc3.1/noise_sweep_rate_uniform_L16_T16/fc3rev_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3rev_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h4,4,mne_l2,rate_uniform,16,16,40,0.20,32.550000,mnist-checkpoints/fc3rev_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3rev_h4_rc1em03.pth,/home/ec2-user/codes/snn_simulation/important_results/new_fc3.1/noise_sweep_rate_uniform_L16_T16/fc3rev_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3rev_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h4,4,mne_l2,rate_uniform,16,16,40,0.25,32.660000,mnist-checkpoints/fc3rev_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3rev_h4_rc1em03.pth,/home/ec2-user/codes/snn_simulation/important_results/new_fc3.1/noise_sweep_rate_uniform_L16_T16/fc3rev_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3rev_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h4,4,mne_l2,rate_uniform,16,16,40,0.30,32.440000,mnist-checkpoints/fc3rev_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3rev_h4_rc1em03.pth,/home/ec2-user/codes/snn_simulation/important_results/new_fc3.1/noise_sweep_rate_uniform_L16_T16/fc3rev_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3rev_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h4,4,mne_l2,rate_uniform,16,16,40,0.35,32.100000,mnist-checkpoints/fc3rev_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3rev_h4_rc1em03.pth,/home/ec2-user/codes/snn_simulation/important_results/new_fc3.1/noise_sweep_rate_uniform_L16_T16/fc3rev_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3rev_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h4,4,mne_l2,rate_uniform,16,16,40,0.40,31.930000,mnist-checkpoints/fc3rev_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3rev_h4_rc1em03.pth,/home/ec2-user/codes/snn_simulation/important_results/new_fc3.1/noise_sweep_rate_uniform_L16_T16/fc3rev_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3rev_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h4,4,mne_l2,rate_uniform,16,16,40,0.45,31.920000,mnist-checkpoints/fc3rev_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3rev_h4_rc1em03.pth,/home/ec2-user/codes/snn_simulation/important_results/new_fc3.1/noise_sweep_rate_uniform_L16_T16/fc3rev_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3rev_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h4,4,mne_l2,rate_uniform,16,16,40,0.50,31.920000,mnist-checkpoints/fc3rev_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3rev_h4_rc1em03.pth,/home/ec2-user/codes/snn_simulation/important_results/new_fc3.1/noise_sweep_rate_uniform_L16_T16/fc3rev_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3rev_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h4,4,mne_l2,rate_uniform,16,16,40,0.55,31.340000,mnist-checkpoints/fc3rev_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3rev_h4_rc1em03.pth,/home/ec2-user/codes/snn_simulation/important_results/new_fc3.1/noise_sweep_rate_uniform_L16_T16/fc3rev_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3rev_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h4,4,mne_l2,rate_uniform,16,16,40,0.60,31.020000,mnist-checkpoints/fc3rev_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3rev_h4_rc1em03.pth,/home/ec2-user/codes/snn_simulation/important_results/new_fc3.1/noise_sweep_rate_uniform_L16_T16/fc3rev_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3rev_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h4,4,mne_l2,rate_uniform,16,16,40,0.65,30.810000,mnist-checkpoints/fc3rev_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3rev_h4_rc1em03.pth,/home/ec2-user/codes/snn_simulation/important_results/new_fc3.1/noise_sweep_rate_uniform_L16_T16/fc3rev_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3rev_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h4,4,mne_l2,rate_uniform,16,16,40,0.70,30.060000,mnist-checkpoints/fc3rev_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3rev_h4_rc1em03.pth,/home/ec2-user/codes/snn_simulation/important_results/new_fc3.1/noise_sweep_rate_uniform_L16_T16/fc3rev_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3rev_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h4,4,mne_l2,rate_uniform,16,16,40,0.75,30.400000,mnist-checkpoints/fc3rev_h4_L[16]_strict_seed40_ablation_mne_l2_l16_fc3rev_h4_rc1em03.pth,/home/ec2-user/codes/snn_simulation/important_results/new_fc3.1/noise_sweep_rate_uniform_L16_T16/fc3rev_h4/mne_l2/seed_40/noise_sweep_matrix_mnist_fc3rev_h4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
