method,checkpoint,train_ann_acc,val_ann_acc,test_ann_acc,train_val_gap,n_lambda,lambda_mean,lambda_min,lambda_max,gamma_abs_mean,gamma_rms,gamma_abs_median,snn_sigma0_acc,snn_sigma0_std,snn_sigma1_acc,snn_sigma1_std,snn_drop,best_epoch
weights_only,best_val,89.634,87.72,86.96,1.9140000000000015,21,7.896148681640625,7.374711036682129,8.043889045715332,1.087340235710144,1.0993967056274414,1.0543442964553833,81.74,0.0,31.959999999999997,0.30265491900843006,49.78,28
weights_only,final,89.572,87.56,87.03,2.0120000000000005,21,7.896046161651611,7.374059200286865,8.04389762878418,1.0874288082122803,1.0994977951049805,1.0546796321868896,82.1,0.0,32.29,0.24269322199023285,49.809999999999995,28
all_parameters,best_val,89.612,87.94,87.3,1.671999999999997,21,6.786201000213623,6.288949012756348,6.906372547149658,0.9452703595161438,0.9582906365394592,0.9146021008491516,83.06,0.0,32.486666666666665,0.3187998327059347,50.57333333333334,25
all_parameters,final,89.574,87.62,87.03,1.9539999999999935,21,6.77520751953125,6.272555351257324,6.89639949798584,0.9448087811470032,0.9579552412033081,0.9144814014434814,83.68,0.0,32.10333333333333,0.31564748269760373,51.576666666666675,25
