method,checkpoint,parameter_type,layer,value
weights_only,best_val,lambda,input_if,7.374711036682129
weights_only,best_val,gamma_rms,bns.0,1.2517732381820679
weights_only,best_val,gamma_rms,bns.1,1.155895709991455
weights_only,best_val,gamma_rms,bns.2,1.2344250679016113
weights_only,best_val,gamma_rms,bns.3,1.1236369609832764
weights_only,best_val,gamma_rms,bns.4,1.0501066446304321
weights_only,best_val,gamma_rms,bns.5,1.117486596107483
weights_only,best_val,gamma_rms,bns.6,1.0126081705093384
weights_only,best_val,gamma_rms,bns.7,1.0967625379562378
weights_only,best_val,gamma_rms,bns.8,1.0476397275924683
weights_only,best_val,gamma_rms,bns.9,1.0759375095367432
weights_only,best_val,gamma_rms,bns.10,0.9896818995475769
weights_only,best_val,gamma_rms,bns.11,1.0614899396896362
weights_only,best_val,gamma_rms,bns.12,0.9660614728927612
weights_only,best_val,gamma_rms,bns.13,1.058680772781372
weights_only,best_val,gamma_rms,bns.14,0.9674218893051147
weights_only,best_val,gamma_rms,bns.15,1.0505064725875854
weights_only,best_val,gamma_rms,bns.16,0.9690271019935608
weights_only,best_val,gamma_rms,bns.17,1.0479871034622192
weights_only,best_val,gamma_rms,bns.18,0.9661537408828735
weights_only,best_val,gamma_rms,bns.19,1.5743533372879028
weights_only,best_val,lambda,ifs.0,7.794691562652588
weights_only,best_val,lambda,ifs.1,7.813456058502197
weights_only,best_val,lambda,ifs.2,7.886495113372803
weights_only,best_val,lambda,ifs.3,7.859838962554932
weights_only,best_val,lambda,ifs.4,7.893252372741699
weights_only,best_val,lambda,ifs.5,7.872585773468018
weights_only,best_val,lambda,ifs.6,7.9165849685668945
weights_only,best_val,lambda,ifs.7,7.897707462310791
weights_only,best_val,lambda,ifs.8,7.972884178161621
weights_only,best_val,lambda,ifs.9,7.919205188751221
weights_only,best_val,lambda,ifs.10,7.958934783935547
weights_only,best_val,lambda,ifs.11,7.936191558837891
weights_only,best_val,lambda,ifs.12,7.9996867179870605
weights_only,best_val,lambda,ifs.13,7.93856143951416
weights_only,best_val,lambda,ifs.14,7.974191188812256
weights_only,best_val,lambda,ifs.15,7.945776462554932
weights_only,best_val,lambda,ifs.16,8.005657196044922
weights_only,best_val,lambda,ifs.17,7.950892925262451
weights_only,best_val,lambda,ifs.18,8.043889045715332
weights_only,best_val,lambda,ifs.19,7.86392879486084
weights_only,final,lambda,input_if,7.374059200286865
weights_only,final,gamma_rms,bns.0,1.251907467842102
weights_only,final,gamma_rms,bns.1,1.1560651063919067
weights_only,final,gamma_rms,bns.2,1.2345298528671265
weights_only,final,gamma_rms,bns.3,1.1237547397613525
weights_only,final,gamma_rms,bns.4,1.0501995086669922
weights_only,final,gamma_rms,bns.5,1.1175765991210938
weights_only,final,gamma_rms,bns.6,1.0127180814743042
weights_only,final,gamma_rms,bns.7,1.0968635082244873
weights_only,final,gamma_rms,bns.8,1.047693133354187
weights_only,final,gamma_rms,bns.9,1.0760090351104736
weights_only,final,gamma_rms,bns.10,0.989686906337738
weights_only,final,gamma_rms,bns.11,1.0615414381027222
weights_only,final,gamma_rms,bns.12,0.9661256670951843
weights_only,final,gamma_rms,bns.13,1.0587366819381714
weights_only,final,gamma_rms,bns.14,0.9674392342567444
weights_only,final,gamma_rms,bns.15,1.050554871559143
weights_only,final,gamma_rms,bns.16,0.9690434336662292
weights_only,final,gamma_rms,bns.17,1.0480371713638306
weights_only,final,gamma_rms,bns.18,0.9661429524421692
weights_only,final,gamma_rms,bns.19,1.5748220682144165
weights_only,final,lambda,ifs.0,7.794498920440674
weights_only,final,lambda,ifs.1,7.813240051269531
weights_only,final,lambda,ifs.2,7.886419296264648
weights_only,final,lambda,ifs.3,7.859738349914551
weights_only,final,lambda,ifs.4,7.893101692199707
weights_only,final,lambda,ifs.5,7.87249231338501
weights_only,final,lambda,ifs.6,7.916528224945068
weights_only,final,lambda,ifs.7,7.897613048553467
weights_only,final,lambda,ifs.8,7.972842693328857
weights_only,final,lambda,ifs.9,7.919121265411377
weights_only,final,lambda,ifs.10,7.958900451660156
weights_only,final,lambda,ifs.11,7.936153888702393
weights_only,final,lambda,ifs.12,7.99965238571167
weights_only,final,lambda,ifs.13,7.938512802124023
weights_only,final,lambda,ifs.14,7.974125385284424
weights_only,final,lambda,ifs.15,7.945737838745117
weights_only,final,lambda,ifs.16,8.005653381347656
weights_only,final,lambda,ifs.17,7.950859069824219
weights_only,final,lambda,ifs.18,8.04389762878418
weights_only,final,lambda,ifs.19,7.863831996917725
