method,epoch,lr,train_ce,train_objective,train_online_acc,val_ce,val_acc,n_lambda,lambda_mean,lambda_min,lambda_max,gamma_abs_mean,gamma_rms,gamma_abs_median
weights_only,1,0.01,0.8321486766242981,0.911339875202179,70.79,0.5473893249511719,79.9,21,7.993239402770996,7.970703601837158,8.001522064208984,1.0165106058120728,1.018506646156311,1.0001840591430664
weights_only,2,0.009972609476841367,0.5057635645866394,0.5846999500846862,81.45,0.479308406829834,82.59,21,7.986693382263184,7.934495449066162,8.009588241577148,1.0225988626480103,1.0258138179779053,1.000056505203247
weights_only,3,0.009890738003669028,0.4529563360786438,0.5310214894676208,83.416,0.4542283761978149,83.54,21,7.980138778686523,7.895902156829834,8.022689819335938,1.0275706052780151,1.0316696166992188,1.003514051437378
weights_only,4,0.009755282581475769,0.42458675738334656,0.5017391075611114,84.552,0.4296839391708374,84.48,21,7.974131107330322,7.8543524742126465,8.029007911682129,1.0315327644348145,1.0363056659698486,1.007846474647522
weights_only,5,0.009567727288213004,0.40122857645988463,0.4774369139480591,85.288,0.4022047480583191,85.56,21,7.967764854431152,7.817128658294678,8.02536392211914,1.0361995697021484,1.041741967201233,1.011396050453186
weights_only,6,0.009330127018922194,0.3847434155368805,0.46001496212005616,85.8,0.40441373834609984,85.31,21,7.962139129638672,7.780639171600342,8.035541534423828,1.04012131690979,1.046231746673584,1.0154533386230469
weights_only,7,0.009045084971874737,0.37442317428588867,0.448781524477005,86.348,0.3921338888168335,85.45,21,7.956317901611328,7.745835304260254,8.034383773803711,1.0442928075790405,1.0509179830551147,1.019012212753296
weights_only,8,0.00871572412738697,0.3614671337890625,0.434937781791687,86.794,0.3835051030158997,85.94,21,7.950367450714111,7.713012218475342,8.035326957702637,1.0486596822738647,1.0558421611785889,1.021247148513794
weights_only,9,0.008345653031794291,0.3545927049732208,0.42721456827163695,86.942,0.37690916786193845,86.58,21,7.945008754730225,7.6781325340271,8.038061141967773,1.0522844791412354,1.0600160360336304,1.0228809118270874
weights_only,10,0.007938926261462365,0.3480106067085266,0.4198263005256653,87.296,0.3835475959777832,85.94,21,7.939301490783691,7.646272659301758,8.038640022277832,1.0562522411346436,1.0644571781158447,1.0264370441436768
