dataset,arch,variant,variant_label,regularizer,reg_coeff,weight_decay,seed,L,T,if_mode,spike_schedule,noise_position,noise_type,sigma,acc,checkpoint,matrix_csv
cifar10,vgg16,fanin_mean,stable_fanin_mean_bn_detached,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,1,89.670000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_fanin_mean_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_fanin_mean_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,full_bn,stable_fanin_mean_bn_affine_trainable,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,0,85.840000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_full_bn_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_full_bn_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,full_bn,stable_fanin_mean_bn_affine_trainable,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,0.05,85.800000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_full_bn_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_full_bn_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,full_bn,stable_fanin_mean_bn_affine_trainable,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,0.1,85.800000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_full_bn_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_full_bn_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,full_bn,stable_fanin_mean_bn_affine_trainable,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,0.15,85.760000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_full_bn_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_full_bn_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,full_bn,stable_fanin_mean_bn_affine_trainable,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,0.2,85.830000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_full_bn_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_full_bn_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,full_bn,stable_fanin_mean_bn_affine_trainable,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,0.25,85.810000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_full_bn_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_full_bn_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,full_bn,stable_fanin_mean_bn_affine_trainable,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,0.3,85.870000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_full_bn_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_full_bn_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,full_bn,stable_fanin_mean_bn_affine_trainable,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,0.35,85.810000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_full_bn_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_full_bn_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,full_bn,stable_fanin_mean_bn_affine_trainable,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,0.4,85.950000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_full_bn_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_full_bn_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,full_bn,stable_fanin_mean_bn_affine_trainable,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,0.45,85.900000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_full_bn_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_full_bn_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,full_bn,stable_fanin_mean_bn_affine_trainable,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,0.5,85.920000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_full_bn_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_full_bn_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,full_bn,stable_fanin_mean_bn_affine_trainable,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,0.55,85.880000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_full_bn_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_full_bn_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,full_bn,stable_fanin_mean_bn_affine_trainable,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,0.6,85.920000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_full_bn_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_full_bn_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,full_bn,stable_fanin_mean_bn_affine_trainable,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,0.65,86.010000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_full_bn_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_full_bn_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,full_bn,stable_fanin_mean_bn_affine_trainable,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,0.7,86.020000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_full_bn_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_full_bn_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,full_bn,stable_fanin_mean_bn_affine_trainable,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,0.75,85.930000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_full_bn_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_full_bn_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,full_bn,stable_fanin_mean_bn_affine_trainable,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,0.8,86.020000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_full_bn_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_full_bn_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,full_bn,stable_fanin_mean_bn_affine_trainable,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,0.85,85.830000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_full_bn_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_full_bn_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,full_bn,stable_fanin_mean_bn_affine_trainable,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,0.9,85.990000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_full_bn_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_full_bn_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,full_bn,stable_fanin_mean_bn_affine_trainable,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,0.95,86.210000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_full_bn_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_full_bn_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar10,vgg16,full_bn,stable_fanin_mean_bn_affine_trainable,stable_mne_l2,0.0001,0.0,42,16,16,rate_uniform,normal,post_input_if,gaussian,1,85.850000,cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_full_bn_rc0p0001_seed42_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/mne_stability_ablation_pilot/cifar10/mneablate_cifar10_full_bn_rc0p0001_seed42_L16/noise_sweep_matrix_cifar10_vgg16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
