L,T,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,16,32.980000,32.970000,32.980000,32.610000,32.550000,32.660000,32.440000,32.100000,31.930000,31.920000,31.920000,31.340000,31.020000,30.810000,30.060000,30.400000,30.450000,30.090000,29.040000,29.430000,29.580000
