arch,hidden_size,regularizer,if_mode,L,T,sigma,acc_mean,acc_std,n_seeds
fc3rev_h128,128,weight_decay,rate_uniform,16,16,0.05,98.020000,0.093808,5
fc3rev_h128,128,weight_decay,rate_uniform,16,16,0.10,98.018000,0.113446,5
fc3rev_h128,128,weight_decay,rate_uniform,16,16,0.15,98.004000,0.125419,5
fc3rev_h128,128,weight_decay,rate_uniform,16,16,0.20,97.972000,0.150399,5
fc3rev_h128,128,weight_decay,rate_uniform,16,16,0.25,97.976000,0.121367,5
fc3rev_h128,128,weight_decay,rate_uniform,16,16,0.30,97.926000,0.142759,5
fc3rev_h128,128,weight_decay,rate_uniform,16,16,0.35,97.932000,0.122760,5
fc3rev_h128,128,weight_decay,rate_uniform,16,16,0.40,97.962000,0.101833,5
fc3rev_h128,128,weight_decay,rate_uniform,16,16,0.45,97.918000,0.074297,5
fc3rev_h128,128,weight_decay,rate_uniform,16,16,0.50,97.956000,0.102372,5
fc3rev_h128,128,weight_decay,rate_uniform,16,16,0.55,97.842000,0.145155,5
fc3rev_h128,128,weight_decay,rate_uniform,16,16,0.60,97.914000,0.110815,5
fc3rev_h128,128,weight_decay,rate_uniform,16,16,0.65,97.824000,0.107378,5
fc3rev_h128,128,weight_decay,rate_uniform,16,16,0.70,97.832000,0.072938,5
fc3rev_h128,128,weight_decay,rate_uniform,16,16,0.75,97.832000,0.105688,5
fc3rev_h128,128,weight_decay,rate_uniform,16,16,0.80,97.724000,0.110136,5
fc3rev_h128,128,weight_decay,rate_uniform,16,16,0.85,97.740000,0.079687,5
fc3rev_h128,128,weight_decay,rate_uniform,16,16,0.90,97.686000,0.123004,5
fc3rev_h128,128,weight_decay,rate_uniform,16,16,0.95,97.736000,0.077653,5
fc3rev_h128,128,weight_decay,rate_uniform,16,16,1.00,97.640000,0.137659,5
fc3rev_h128,128,mne_l2,rate_uniform,16,16,0.00,97.332000,0.297271,5
fc3rev_h128,128,mne_l2,rate_uniform,16,16,0.05,97.350000,0.271754,5
fc3rev_h128,128,mne_l2,rate_uniform,16,16,0.10,97.332000,0.270777,5
fc3rev_h128,128,mne_l2,rate_uniform,16,16,0.15,97.346000,0.345369,5
fc3rev_h128,128,mne_l2,rate_uniform,16,16,0.20,97.312000,0.293377,5
fc3rev_h128,128,mne_l2,rate_uniform,16,16,0.25,97.338000,0.332971,5
fc3rev_h128,128,mne_l2,rate_uniform,16,16,0.30,97.330000,0.298077,5
fc3rev_h128,128,mne_l2,rate_uniform,16,16,0.35,97.332000,0.312042,5
fc3rev_h128,128,mne_l2,rate_uniform,16,16,0.40,97.308000,0.266777,5
fc3rev_h128,128,mne_l2,rate_uniform,16,16,0.45,97.320000,0.317096,5
fc3rev_h128,128,mne_l2,rate_uniform,16,16,0.50,97.288000,0.297355,5
fc3rev_h128,128,mne_l2,rate_uniform,16,16,0.55,97.286000,0.275554,5
fc3rev_h128,128,mne_l2,rate_uniform,16,16,0.60,97.244000,0.308756,5
fc3rev_h128,128,mne_l2,rate_uniform,16,16,0.65,97.186000,0.364733,5
fc3rev_h128,128,mne_l2,rate_uniform,16,16,0.70,97.216000,0.258902,5
fc3rev_h128,128,mne_l2,rate_uniform,16,16,0.75,97.172000,0.332069,5
fc3rev_h128,128,mne_l2,rate_uniform,16,16,0.80,97.126000,0.391382,5
fc3rev_h128,128,mne_l2,rate_uniform,16,16,0.85,97.058000,0.344775,5
fc3rev_h128,128,mne_l2,rate_uniform,16,16,0.90,97.074000,0.318951,5
fc3rev_h128,128,mne_l2,rate_uniform,16,16,0.95,97.026000,0.337609,5
fc3rev_h128,128,mne_l2,rate_uniform,16,16,1.00,97.028000,0.384474,5
fc3rev_h128,128,no_regularization,rate_uniform,16,16,0.00,97.138000,0.290121,5
fc3rev_h128,128,no_regularization,rate_uniform,16,16,0.05,97.120000,0.302076,5
fc3rev_h128,128,no_regularization,rate_uniform,16,16,0.10,97.122000,0.295076,5
fc3rev_h128,128,no_regularization,rate_uniform,16,16,0.15,97.062000,0.258786,5
fc3rev_h128,128,no_regularization,rate_uniform,16,16,0.20,97.056000,0.237234,5
fc3rev_h128,128,no_regularization,rate_uniform,16,16,0.25,97.036000,0.270518,5
fc3rev_h128,128,no_regularization,rate_uniform,16,16,0.30,97.028000,0.233174,5
fc3rev_h128,128,no_regularization,rate_uniform,16,16,0.35,97.048000,0.239207,5
fc3rev_h128,128,no_regularization,rate_uniform,16,16,0.40,96.974000,0.253634,5
fc3rev_h128,128,no_regularization,rate_uniform,16,16,0.45,96.938000,0.168879,5
fc3rev_h128,128,no_regularization,rate_uniform,16,16,0.50,96.934000,0.159468,5
fc3rev_h128,128,no_regularization,rate_uniform,16,16,0.55,96.832000,0.176833,5
fc3rev_h128,128,no_regularization,rate_uniform,16,16,0.60,96.826000,0.136675,5
fc3rev_h128,128,no_regularization,rate_uniform,16,16,0.65,96.840000,0.110680,5
fc3rev_h128,128,no_regularization,rate_uniform,16,16,0.70,96.738000,0.139714,5
fc3rev_h128,128,no_regularization,rate_uniform,16,16,0.75,96.704000,0.083845,5
fc3rev_h128,128,no_regularization,rate_uniform,16,16,0.80,96.694000,0.063875,5
fc3rev_h128,128,no_regularization,rate_uniform,16,16,0.85,96.620000,0.090554,5
fc3rev_h128,128,no_regularization,rate_uniform,16,16,0.90,96.546000,0.092358,5
fc3rev_h128,128,no_regularization,rate_uniform,16,16,0.95,96.522000,0.132552,5
fc3rev_h128,128,no_regularization,rate_uniform,16,16,1.00,96.504000,0.181328,5
fc3rev_h256,256,weight_decay,rate_uniform,16,16,0.00,97.972000,0.071903,5
fc3rev_h256,256,weight_decay,rate_uniform,16,16,0.05,97.948000,0.095237,5
fc3rev_h256,256,weight_decay,rate_uniform,16,16,0.10,97.900000,0.086313,5
fc3rev_h256,256,weight_decay,rate_uniform,16,16,0.15,97.928000,0.153036,5
fc3rev_h256,256,weight_decay,rate_uniform,16,16,0.20,97.928000,0.132552,5
fc3rev_h256,256,weight_decay,rate_uniform,16,16,0.25,97.928000,0.078549,5
fc3rev_h256,256,weight_decay,rate_uniform,16,16,0.30,97.914000,0.106207,5
fc3rev_h256,256,weight_decay,rate_uniform,16,16,0.35,97.896000,0.127789,5
fc3rev_h256,256,weight_decay,rate_uniform,16,16,0.40,97.856000,0.127593,5
fc3rev_h256,256,weight_decay,rate_uniform,16,16,0.45,97.884000,0.155660,5
fc3rev_h256,256,weight_decay,rate_uniform,16,16,0.50,97.844000,0.118448,5
fc3rev_h256,256,weight_decay,rate_uniform,16,16,0.55,97.796000,0.177426,5
fc3rev_h256,256,weight_decay,rate_uniform,16,16,0.60,97.838000,0.124378,5
fc3rev_h256,256,weight_decay,rate_uniform,16,16,0.65,97.810000,0.122678,5
fc3rev_h256,256,weight_decay,rate_uniform,16,16,0.70,97.756000,0.108995,5
fc3rev_h256,256,weight_decay,rate_uniform,16,16,0.75,97.792000,0.107331,5
fc3rev_h256,256,weight_decay,rate_uniform,16,16,0.80,97.740000,0.156525,5
fc3rev_h256,256,weight_decay,rate_uniform,16,16,0.85,97.686000,0.146390,5
fc3rev_h256,256,weight_decay,rate_uniform,16,16,0.90,97.632000,0.206809,5
fc3rev_h256,256,weight_decay,rate_uniform,16,16,0.95,97.726000,0.104067,5
fc3rev_h256,256,weight_decay,rate_uniform,16,16,1.00,97.530000,0.125100,5
fc3rev_h256,256,mne_l2,rate_uniform,16,16,0.00,97.334000,0.214779,5
fc3rev_h256,256,mne_l2,rate_uniform,16,16,0.05,97.326000,0.196926,5
fc3rev_h256,256,mne_l2,rate_uniform,16,16,0.10,97.348000,0.209213,5
fc3rev_h256,256,mne_l2,rate_uniform,16,16,0.15,97.306000,0.198947,5
fc3rev_h256,256,mne_l2,rate_uniform,16,16,0.20,97.320000,0.224388,5
fc3rev_h256,256,mne_l2,rate_uniform,16,16,0.25,97.278000,0.222531,5
fc3rev_h256,256,mne_l2,rate_uniform,16,16,0.30,97.286000,0.213378,5
fc3rev_h256,256,mne_l2,rate_uniform,16,16,0.35,97.326000,0.159625,5
fc3rev_h256,256,mne_l2,rate_uniform,16,16,0.40,97.276000,0.256963,5
fc3rev_h256,256,mne_l2,rate_uniform,16,16,0.45,97.310000,0.261151,5
fc3rev_h256,256,mne_l2,rate_uniform,16,16,0.50,97.260000,0.234094,5
fc3rev_h256,256,mne_l2,rate_uniform,16,16,0.55,97.216000,0.187029,5
fc3rev_h256,256,mne_l2,rate_uniform,16,16,0.60,97.192000,0.228626,5
fc3rev_h256,256,mne_l2,rate_uniform,16,16,0.65,97.182000,0.228954,5
fc3rev_h256,256,mne_l2,rate_uniform,16,16,0.70,97.192000,0.176409,5
fc3rev_h256,256,mne_l2,rate_uniform,16,16,0.75,97.124000,0.221540,5
fc3rev_h256,256,mne_l2,rate_uniform,16,16,0.80,97.062000,0.275899,5
fc3rev_h256,256,mne_l2,rate_uniform,16,16,0.85,97.094000,0.266796,5
fc3rev_h256,256,mne_l2,rate_uniform,16,16,0.90,97.068000,0.252824,5
fc3rev_h256,256,mne_l2,rate_uniform,16,16,0.95,97.022000,0.280838,5
fc3rev_h256,256,mne_l2,rate_uniform,16,16,1.00,97.016000,0.280410,5
fc3rev_h256,256,no_regularization,rate_uniform,16,16,0.00,96.534000,0.404636,5
fc3rev_h256,256,no_regularization,rate_uniform,16,16,0.05,96.516000,0.419261,5
fc3rev_h256,256,no_regularization,rate_uniform,16,16,0.10,96.522000,0.424641,5
fc3rev_h256,256,no_regularization,rate_uniform,16,16,0.15,96.476000,0.406669,5
fc3rev_h256,256,no_regularization,rate_uniform,16,16,0.20,96.492000,0.353369,5
fc3rev_h256,256,no_regularization,rate_uniform,16,16,0.25,96.448000,0.400649,5
fc3rev_h256,256,no_regularization,rate_uniform,16,16,0.30,96.412000,0.338112,5
fc3rev_h256,256,no_regularization,rate_uniform,16,16,0.35,96.420000,0.353200,5
fc3rev_h256,256,no_regularization,rate_uniform,16,16,0.40,96.470000,0.341833,5
fc3rev_h256,256,no_regularization,rate_uniform,16,16,0.45,96.414000,0.265198,5
fc3rev_h256,256,no_regularization,rate_uniform,16,16,0.50,96.388000,0.289948,5
fc3rev_h256,256,no_regularization,rate_uniform,16,16,0.55,96.376000,0.266233,5
fc3rev_h256,256,no_regularization,rate_uniform,16,16,0.60,96.338000,0.400087,5
fc3rev_h256,256,no_regularization,rate_uniform,16,16,0.65,96.324000,0.363084,5
fc3rev_h256,256,no_regularization,rate_uniform,16,16,0.70,96.288000,0.294143,5
fc3rev_h256,256,no_regularization,rate_uniform,16,16,0.75,96.246000,0.202559,5
fc3rev_h256,256,no_regularization,rate_uniform,16,16,0.80,96.214000,0.220749,5
fc3rev_h256,256,no_regularization,rate_uniform,16,16,0.85,96.204000,0.300383,5
fc3rev_h256,256,no_regularization,rate_uniform,16,16,0.90,96.192000,0.299950,5
fc3rev_h256,256,no_regularization,rate_uniform,16,16,0.95,96.102000,0.200300,5
fc3rev_h256,256,no_regularization,rate_uniform,16,16,1.00,96.092000,0.198545,5
