L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,51.980000,51.830000,51.950000,51.610000,51.350000,51.560000,51.260000,51.400000,50.720000,50.930000,50.700000
