dataset,model,method,method_label,seed,L,T,site,sigma,noise_repeat,noise_seed,accuracy,checkpoint
mnist,cnn2,old_detach,MNE-L2,40,16,16,both,0,0,20300801,96.530000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/mnist-checkpoints/cnn2_L[16]_mnist_spectral_mne_cnn2_old_detach_rc0p0001_seed40_ep30_L16_trainT0.pth
mnist,cnn2,old_detach,MNE-L2,40,16,16,both,0.25,0,20300901,86.260000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/mnist-checkpoints/cnn2_L[16]_mnist_spectral_mne_cnn2_old_detach_rc0p0001_seed40_ep30_L16_trainT0.pth
mnist,cnn2,old_detach,MNE-L2,40,16,16,both,0.25,1,20300902,86.560000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/mnist-checkpoints/cnn2_L[16]_mnist_spectral_mne_cnn2_old_detach_rc0p0001_seed40_ep30_L16_trainT0.pth
mnist,cnn2,old_detach,MNE-L2,40,16,16,both,0.25,2,20300903,86.470000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/mnist-checkpoints/cnn2_L[16]_mnist_spectral_mne_cnn2_old_detach_rc0p0001_seed40_ep30_L16_trainT0.pth
mnist,cnn2,old_detach,MNE-L2,40,16,16,both,0.5,0,20301001,73.430000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/mnist-checkpoints/cnn2_L[16]_mnist_spectral_mne_cnn2_old_detach_rc0p0001_seed40_ep30_L16_trainT0.pth
mnist,cnn2,old_detach,MNE-L2,40,16,16,both,0.5,1,20301002,73.840000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/mnist-checkpoints/cnn2_L[16]_mnist_spectral_mne_cnn2_old_detach_rc0p0001_seed40_ep30_L16_trainT0.pth
mnist,cnn2,old_detach,MNE-L2,40,16,16,both,0.5,2,20301003,73.570000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/mnist-checkpoints/cnn2_L[16]_mnist_spectral_mne_cnn2_old_detach_rc0p0001_seed40_ep30_L16_trainT0.pth
mnist,cnn2,no_reg,No Reg,40,16,16,both,0,0,20300801,95.900000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/mnist-checkpoints/cnn2_L[16]_mnist_spectral_mne_cnn2_no_reg_rcnone_seed40_ep30_L16_trainT0.pth
mnist,cnn2,no_reg,No Reg,40,16,16,both,0.25,0,20300901,80.920000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/mnist-checkpoints/cnn2_L[16]_mnist_spectral_mne_cnn2_no_reg_rcnone_seed40_ep30_L16_trainT0.pth
mnist,cnn2,no_reg,No Reg,40,16,16,both,0.25,1,20300902,80.850000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/mnist-checkpoints/cnn2_L[16]_mnist_spectral_mne_cnn2_no_reg_rcnone_seed40_ep30_L16_trainT0.pth
