L,T,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1
16,16,70.480000,74.050000,69.420000,59.880000,52.570000,48.670000,46.380000,44.820000,43.990000,43.170000,42.870000,42.160000,41.480000,41.320000,41.180000,40.550000,40.100000,39.410000,39.690000,39.590000,39.400000,38.900000,38.720000,39.000000,38.640000,38.660000,38.220000,38.240000,38.080000,37.520000,37.470000,36.990000,37.130000,36.500000,36.490000,36.010000,35.960000,35.790000,35.070000,35.100000,34.970000,34.630000,34.350000,33.840000,33.670000,33.390000,33.190000,33.080000,32.530000,32.050000,32.250000
