epoch,alpha,q_assignment,q_mean,q_std,q_min,q_max,q_os_mean,q_os_std,p_gt_tau,p_at_qmax,q_cap,reg_grad_norm,reg_coeff_grad_norm,ann_train_acc,ann_test_acc,train_loss
0.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.8974130958547373,0.0,16.0,86.43066146399741,0.04321533073199871,14.814,20.25,1735.0612564086914
1.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.8267565967176881,0.0,16.0,72.6078213516667,0.03630391067583335,19.06,22.29,1431.0772078037262
2.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.7866083374413688,0.0,16.0,61.63482844532084,0.030817414222660423,22.482,29.62,1225.8985126018524
3.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.7346565618234522,0.0,16.0,53.155998359456824,0.02657799917972841,24.822,28.87,1083.9259202480316
4.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.6940267031150096,0.0,16.0,46.65683512438947,0.023328417562194732,26.828,35.84,987.0779070854187
5.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.6700851499577007,0.0,16.0,41.85213112458181,0.020926065562290905,28.966,34.73,920.4065434932709
6.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.6626335399230118,0.0,16.0,38.3434615369173,0.019171730768458652,30.72,39.21,872.729926109314
7.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.5928636168884804,0.0,16.0,36.133038533921386,0.018066519266960693,33.708,40.5,829.1342777013779
8.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.32990019347356714,0.0,16.0,34.67904210805992,0.017339521054029958,35.508,47.58,802.3853112459183
9.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,16.0,34.06098993436388,0.017030494967181942,37.548,50.21,783.2311860322952
10.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,16.0,34.14756794391622,0.01707378397195811,39.108,52.65,770.526598572731
11.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,16.0,34.48848460313887,0.017244242301569436,41.146,47.44,756.2446520328522
12.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,16.0,35.23048975599496,0.01761524487799748,43.022,56.93,743.5343576669693
13.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,16.0,36.1196203219038,0.0180598101609519,44.78,56.99,732.1447920799255
14.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,16.0,37.05508101574266,0.01852754050787133,46.044,62.54,730.0873876810074
15.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,16.0,37.86914329444198,0.018934571647220993,47.202,62.31,726.7045987844467
16.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,16.0,38.69723215777019,0.019348616078885095,47.962,62.93,723.969029545784
17.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,16.0,39.33275112971231,0.019666375564856155,48.386,55.26,724.9597482681274
18.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298979272013125,0.0,16.0,40.0200132371689,0.020010006618584448,49.152,61.46,723.568799495697
19.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299123477143095,0.0,16.0,40.48913979620668,0.02024456989810334,49.882,58.9,724.108876824379
20.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299094637489075,0.0,16.0,40.87839113686443,0.020439195568432215,50.644,66.29,720.1138525009155
21.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299422161201077,0.0,16.0,41.532306597424736,0.02076615329871237,50.804,62.65,722.8174057006836
22.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299259449667333,0.0,16.0,41.93772108130589,0.020968860540652945,50.94,65.27,723.2166069746017
23.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.32990719762909443,0.0,16.0,42.25503528092003,0.021127517640460017,51.76,61.94,719.8631727695465
24.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299269737185115,0.0,16.0,42.52320887826368,0.021261604439131842,51.42,62.49,719.0946863889694
25.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.32990781524602103,0.0,16.0,42.738049046888285,0.021369024523444143,52.326,67.47,720.4930905103683
26.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299391257488514,0.0,16.0,43.01783320547244,0.02150891660273622,52.37,66.86,718.483296751976
27.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.32990740357762405,0.0,16.0,43.271936222886296,0.02163596811144315,52.436,68.97,718.4166439771652
28.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.32993150527215065,0.0,16.0,43.436489570995725,0.021718244785497862,52.61,67.14,721.8737471103668
29.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.32991914675973566,0.0,16.0,43.685420476621694,0.021842710238310848,53.432,68.79,716.2005645036697
30.0,0.08,risk,1.0438658651488517,0.04128613752667861,1.0,1.1363588571548462,1.0438658651488517,0.04128613752667861,0.33002358271032955,0.0,16.0,44.18879095671006,0.02209439547835503,53.25,66.69,723.2075417041779
31.0,0.16,risk,1.0877397941506428,0.08258035712306151,1.0,1.1759763956069946,1.0877397941506428,0.08258035712306151,0.329954577910016,0.0,16.0,44.77585988371877,0.022387929941859386,53.624,65.02,721.7440844774246
32.0,0.24,risk,1.131564638193916,0.12382818627006867,1.0,1.2860358953475952,1.131564638193916,0.12382818627006867,0.3299595216655975,0.0,16.0,45.0734445770054,0.0225367222885027,53.992,69.54,719.4692717790604
33.0,0.32,risk,1.1754882643594766,0.16516944560248528,1.0,1.3520582914352417,1.1754882643594766,0.16516944560248528,0.3299263577022211,0.0,16.0,45.299465856708245,0.02264973292835412,54.048,69.96,716.6629595756531
34.0,0.4,risk,1.2193093373037664,0.2064136012130991,1.0,1.4400659799575806,1.2193093373037664,0.2064136012130991,0.32994180605234696,0.0,16.0,45.67797718920636,0.02283898859460318,54.044,66.75,721.8083620071411
35.0,0.48,risk,1.2628655604389318,0.2473519375866941,1.0,1.7048938274383545,1.2628655604389318,0.2473519375866941,0.3360217434670919,0.0,16.0,46.179694521468974,0.023089847260734486,54.368,70.15,723.8760207891464
36.0,0.56,risk,1.3063574008014807,0.28794992381654433,1.0,1.800694465637207,1.3063574008014807,0.28794992381654433,0.34110552011548406,0.0,16.0,46.30683676911304,0.02315341838455652,54.672,67.04,717.042156457901
37.0,0.64,risk,1.350407537901798,0.32954277117234054,1.0,1.703662395477295,1.350407537901798,0.32954277117234054,0.33764080646092937,0.0,16.0,46.52111529777187,0.023260557648885936,54.762,71.64,721.5608661174774
38.0,0.72,risk,1.3939082253619532,0.3707399305022891,1.0,1.7915942668914795,1.3939082253619532,0.3707399305022891,0.3300818779584392,0.0,16.0,46.78694712388377,0.023393473561941887,54.752,71.07,718.4468493461609
39.0,0.8,risk,1.4373362107045204,0.4112281987581716,1.0,1.9508767127990723,1.4373362107045204,0.4112281987581716,0.3437508151811712,0.0,16.0,47.21452246978212,0.02360726123489106,55.136,66.22,722.101057767868
40.0,0.88,risk,1.4816930025739743,0.4533669712293483,1.0,1.967430830001831,1.4816930025739743,0.4533669712293483,0.3299834138292181,0.0,16.0,47.557187759953784,0.023778593879976894,54.662,68.21,723.6577563285828
41.0,0.96,risk,1.525238754499294,0.4941080743851869,1.0,2.05558705329895,1.525238754499294,0.4941080743851869,0.3359733347392753,0.0,16.0,47.75639200617557,0.023878196003087784,55.724,72.33,719.2401905059814
42.0,1.04,risk,1.569474712662075,0.5359854809463481,1.0,2.224482297897339,1.569474712662075,0.5359854809463481,0.3300001019864436,0.0,16.0,47.981851802707574,0.023990925901353786,55.588,74.01,718.3234564065933
43.0,1.12,risk,1.6132232767846577,0.5771574938998503,1.0,2.4798355102539062,1.6132232767846577,0.5771574938998503,0.3300606623634963,0.0,16.0,48.24541012768647,0.024122705063843234,55.634,73.52,719.5592106580734
44.0,1.2,risk,1.6570415280359176,0.6184057818959131,1.0,2.318751811981201,1.6570415280359176,0.6184057818959131,0.3299529294071295,0.0,16.0,48.3703100015747,0.024185155000787353,55.486,73.44,719.5684198141098
45.0,1.28,risk,1.700063245985514,0.6588847675286901,1.0,2.407242774963379,1.700063245985514,0.6588847675286901,0.3301220478304207,0.0,16.0,48.650490872610895,0.02432524543630545,55.428,73.85,717.3922657966614
46.0,1.36,risk,1.7445588828352712,0.7007717285924555,1.0,2.4950571060180664,1.7445588828352712,0.7007717285924555,0.33001802644461314,0.0,16.0,49.01244550418329,0.024506222752091647,55.442,72.27,721.6038802862167
47.0,1.44,risk,1.7881122995215608,0.7417545137198075,1.0,2.5828745365142822,1.7881122995215608,0.7417545137198075,0.3301070119871203,0.0,16.0,49.27252812874779,0.024636264064373893,56.502,71.64,714.0711518526077
48.0,1.52,risk,1.8317255796983725,0.7828023689787101,1.0,3.566870927810669,1.8317255796983725,0.7828023689787101,0.3301360549981637,0.0,16.0,49.548388209914954,0.024774194104957476,55.726,72.35,719.7607221603394
49.0,1.6,risk,1.8748676651883918,0.8234054484330785,1.0,2.758180856704712,1.8748676651883918,0.8234054484330785,0.3301457340455116,0.0,16.0,49.86420406050953,0.024932102030254765,56.102,73.83,718.8673148155212
50.0,1.68,risk,1.9180320894626706,0.8612358983215469,1.0,2.847531318664551,1.9180320894626706,0.8612358983215469,0.3453490767637482,0.0,16.0,50.07346619167655,0.025036733095838277,56.386,70.02,717.0233510732651
51.0,1.76,risk,1.962516704178832,0.9058102218391341,1.0,4.282138824462891,1.962516704178832,0.9058102218391341,0.33256835888718705,0.0,16.0,50.26093355482943,0.025130466777414713,56.638,73.41,716.8906483650208
52.0,1.84,risk,2.0051110745086085,0.9413595242268594,1.0,4.88587760925293,2.0051110745086085,0.9413595242268594,0.35038547823801064,0.0,16.0,50.57681762023803,0.025288408810119015,56.366,74.31,721.5815725326538
53.0,1.92,risk,2.048110329586527,0.9856040003659475,1.0,3.407426357269287,2.048110329586527,0.9856040003659475,0.3411485737242052,0.0,16.0,50.60474067614759,0.025302370338073796,56.288,74.7,719.0448002815247
54.0,2.0,risk,2.092939146339436,1.0280084440775235,1.0,3.197700262069702,2.092939146339436,1.0280084440775235,0.3393484457679417,0.0,16.0,50.77028198109782,0.02538514099054891,55.85,73.31,718.3766012191772
55.0,2.08,risk,2.138587315064257,1.0716337529594635,1.0,3.28574800491333,2.138587315064257,1.0716337529594635,0.3299648749553944,0.0,16.0,51.21783122459953,0.025608915612299766,56.458,73.26,716.3523374795914
56.0,2.16,risk,2.1816619381575326,1.1120736342866708,1.0,3.375434160232544,2.1816619381575326,1.1120736342866708,0.3325213909606495,0.0,16.0,51.53459690530371,0.025767298452651854,56.06,72.67,724.2141325473785
57.0,2.24,risk,2.224417304748769,1.1523836570627548,1.0,4.203150749206543,2.224417304748769,1.1523836570627548,0.33028045068006684,0.0,16.0,51.67962464712967,0.025839812323564835,56.81,73.95,717.5046620368958
58.0,2.32,risk,2.2656824680240564,1.1871339518700719,1.0,3.550107955932617,2.2656824680240564,1.1871339518700719,0.3558202611515894,0.0,16.0,51.56793472779227,0.025783967363896137,57.244,74.19,713.5473651885986
59.0,2.4,risk,2.3114072788706825,1.2339466560222303,1.0,3.63576602935791,2.3114072788706825,1.2339466560222303,0.3368792693938136,0.0,16.0,51.897692577247874,0.02594884628862394,56.53,73.91,717.7757344245911
60.0,2.48,risk,2.353431460802512,1.268967618722745,1.0,4.240470886230469,2.353431460802512,1.268967618722745,0.35308824544367584,0.0,16.0,52.09501674784735,0.026047508373923677,56.496,75.91,720.4874076843262
61.0,2.56,risk,2.398490742344381,1.3162299598879217,1.0,3.8111608028411865,2.398490742344381,1.3162299598879217,0.3301418230814092,0.0,16.0,52.31958893174074,0.02615979446587037,57.178,73.39,715.8755552768707
62.0,2.64,risk,2.4440574304527027,1.3591253480033192,1.0,3.9000065326690674,2.4440574304527027,1.3591253480033192,0.3300592229341912,0.0,16.0,52.63927637571017,0.026319638187855085,56.926,75.09,716.4939490556717
63.0,2.72,risk,2.4865919342431266,1.3991351508728378,1.0,4.290121078491211,2.4865919342431266,1.3991351508728378,0.3302087670244524,0.0,16.0,52.688744436389854,0.02634437221819493,56.846,73.55,718.2095276117325
64.0,2.8,risk,2.5310642804636063,1.4409830585465102,1.0,4.076313018798828,2.5310642804636063,1.4409830585465102,0.33022318616547547,0.0,16.0,53.128003957752,0.026564001978876,57.08,73.63,717.4949759244919
65.0,2.88,risk,2.574257013437998,1.477690609824627,1.0,9.399487495422363,2.574257013437998,1.477690609824627,0.3473420105017055,0.0,16.0,53.17036436290779,0.026585182181453896,56.616,72.2,720.0014607906342
66.0,2.96,risk,2.6195866500630096,1.5243310096013882,1.0,4.761218070983887,2.6195866500630096,1.5243310096013882,0.3300674607991562,0.0,16.0,53.38005242120392,0.02669002621060196,56.998,73.13,717.2503858804703
67.0,3.04,risk,2.661189939664758,1.561094870347806,1.0,11.613483428955078,2.661189939664758,1.561094870347806,0.3381302324707246,0.0,16.0,61.913974393667594,0.030956987196833798,57.088,71.5,716.5283662080765
68.0,3.12,risk,2.7050854629262937,1.6027943359311585,1.0,12.076201438903809,2.7050854629262937,1.6027943359311585,0.3389183436818135,0.0,16.0,53.67866043665018,0.026839330218325092,56.68,76.58,718.0310374498367
69.0,3.2,risk,2.750720149110955,1.647716356055511,1.0,5.753276824951172,2.750720149110955,1.647716356055511,0.3302728302033661,0.0,16.0,53.836419401889216,0.02691820970094461,57.312,74.33,713.0071351528168
70.0,3.28,risk,2.792386690978809,1.6868869761371856,1.0,6.825217247009277,2.792386690978809,1.6868869761371856,0.3338063448438864,0.0,16.0,54.38653389509497,0.027193266947547486,57.692,72.47,712.1401879787445
71.0,3.36,risk,2.8359002256027575,1.7279258341435582,1.0,6.910412311553955,2.8359002256027575,1.7279258341435582,0.3302400784419321,0.0,16.0,54.416994912684665,0.027208497456342334,56.838,71.09,715.0985680818558
72.0,3.44,risk,2.878554836868325,1.7679991389784362,1.0,14.012513160705566,2.878554836868325,1.7679991389784362,0.3330633470316982,0.0,16.0,54.53130820197467,0.027265654100987333,57.364,75.45,716.6856963634491
73.0,3.52,risk,2.924398677123477,1.8111900124708404,1.0,5.929041385650635,2.924398677123477,1.8111900124708404,0.33023122097830027,0.0,16.0,55.026848811452105,0.02751342440572605,57.408,76.43,714.9265785217285
74.0,3.6,risk,2.966930249158074,1.8510207105475618,1.0,8.81673812866211,2.966930249158074,1.8510207105475618,0.3344939322880162,0.0,16.0,55.063437896603986,0.027531718948301993,57.376,75.92,715.5360561609268
75.0,3.68,risk,3.011223015577897,1.8929247758577548,1.0,8.445777893066406,3.011223015577897,1.8929247758577548,0.33032082520482486,0.0,16.0,55.411965838610755,0.02770598291930538,57.136,76.02,714.7221969366074
76.0,3.76,risk,3.053951879901349,1.9329190306041553,1.0,9.211610794067383,3.053951879901349,1.9329190306041553,0.33403787329373763,0.0,16.0,55.573496293605736,0.02778674814680287,57.624,75.39,715.1332075595856
77.0,3.84,risk,3.0983571097673965,1.9748830069666323,1.0,6.037271499633789,3.0983571097673965,1.9748830069666323,0.330387565028637,0.0,16.0,55.42228550163381,0.027711142750816906,57.542,73.36,716.0353174209595
78.0,3.92,risk,3.1420662616524857,2.016050050935477,1.0,9.94318962097168,3.1420662616524857,2.016050050935477,0.33040940006980507,0.0,16.0,55.74421374481689,0.027872106872408445,57.712,76.67,711.8829524517059
79.0,4.0,risk,3.1868541002883326,2.0582400057321926,1.0,8.561755180358887,3.1868541002883326,2.0582400057321926,0.3301807542133819,0.0,16.0,55.899302034336934,0.027949651017168467,58.104,75.7,709.7292407751083
80.0,4.0,risk,3.183340552517825,2.0547796911595726,1.0,6.175544738769531,3.183340552517825,2.0547796911595726,0.330690159517176,0.0,16.0,55.70804231615693,0.027854021158078463,58.152,75.8,709.4018439054489
81.0,4.0,risk,3.1866848974886453,2.057997550500933,1.0,5.389652729034424,3.1866848974886453,2.057997550500933,0.33037788338978274,0.0,16.0,55.810731797867305,0.027905365898933655,58.208,74.05,709.499333024025
82.0,4.0,risk,3.182978192863562,2.0545342584400226,1.0,14.425591468811035,3.182978192863562,2.0545342584400226,0.3357661110360909,0.0,16.0,55.80604685078764,0.02790302342539382,57.906,75.11,711.0987339019775
83.0,4.0,risk,3.1843895180450987,2.0558655322970028,1.0,9.683812141418457,3.1843895180450987,2.0558655322970028,0.3340255153910888,0.0,16.0,55.68938935196959,0.027844694675984796,58.056,76.26,710.7845093011856
84.0,4.0,risk,3.185572165052604,2.0570078298563845,1.0,10.346183776855469,3.185572165052604,2.0570078298563845,0.3304225826812217,0.0,16.0,55.833588105185065,0.027916794052592533,57.994,74.89,709.7286885976791
85.0,4.0,risk,3.1856394271411554,2.0569969229685987,1.0,6.048210620880127,3.1856394271411554,2.0569969229685987,0.33052392810811776,0.0,16.0,56.499334989702,0.028249667494851,58.178,74.19,709.9212465286255
86.0,4.0,risk,3.1844069110158153,2.0559452842263615,1.0,11.06406307220459,3.1844069110158153,2.0559452842263615,0.3306967509372155,0.0,16.0,54.95789428180797,0.027478947140903983,58.116,72.31,706.4504001140594
87.0,4.0,risk,3.1827407285685427,2.0545736048227687,1.0,16.0,3.1827407285685427,2.0545736048227687,0.3316480016616909,1.2359268742415797e-06,16.0,55.24984644527587,0.027624923222637935,58.18,75.66,704.7036188840866
88.0,4.0,risk,3.1849016728608506,2.056380149958384,1.0,8.976911544799805,3.1849016728608506,2.056380149958384,0.3304889099219876,0.0,16.0,55.34209261738298,0.02767104630869149,58.288,75.44,703.9151970148087
89.0,4.0,risk,3.17690129719122,2.014441565479464,1.0,15.53558349609375,3.17690129719122,2.014441565479464,0.37601695409821123,0.0,16.0,55.08203502438865,0.027541017512194326,58.254,75.96,708.7807414531708
90.0,4.0,risk,3.181927044373339,2.0537516680519903,1.0,16.0,3.181927044373339,2.0537516680519903,0.33061497435545373,1.8538903113623694e-06,16.0,54.98295044632213,0.027491475223161064,58.32,78.23,705.7139269113541
91.0,4.0,risk,3.1803793638868405,2.0489935548714056,1.0,5.893574237823486,3.1803793638868405,2.0489935548714056,0.34270275004989353,0.0,16.0,55.08880212195739,0.027544401060978697,57.684,74.08,711.1375788450241
92.0,4.0,risk,3.180592278385406,2.052150522656453,1.0,7.334888458251953,3.180592278385406,2.052150522656453,0.33090191523132423,0.0,16.0,55.380317690989564,0.02769015884549478,58.252,78.46,705.7380104064941
93.0,4.0,risk,3.180361923354361,2.0508420229567896,1.0,10.573258399963379,3.180361923354361,2.0508420229567896,0.33943104515295197,0.0,16.0,55.0889186287812,0.0275444593143906,58.612,75.43,703.6688575744629
94.0,4.0,risk,3.1814465827649205,2.0529550304803093,1.0,5.656424522399902,3.1814465827649205,2.0529550304803093,0.3324606242539633,0.0,16.0,54.96615880743523,0.027483079403717615,58.832,75.02,698.3043245077133
