dataset,variant,variant_label,regularizer,reg_coeff,hinge_tau,sigma,n,acc_mean,acc_std
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0.5,5,55.650000,0.396421
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0.75,5,55.588000,0.492311
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1,5,55.638000,0.409719
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1.25,5,55.548000,0.517417
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1.5,5,55.372000,0.508744
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1.75,5,55.150000,0.494217
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2,5,54.724000,0.700021
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2.25,5,54.406000,0.558328
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2.5,5,53.744000,0.626003
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2.75,5,53.012000,0.801667
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,3,5,51.990000,0.882808
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,3.25,5,50.772000,1.152419
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,3.5,5,49.588000,1.212217
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,3.75,5,47.944000,1.323680
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,4,5,46.226000,1.609947
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,4.25,5,44.264000,1.836241
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,4.5,5,42.372000,2.343805
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,4.75,5,40.000000,2.750818
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,5,5,37.602000,3.185478
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0,5,60.728000,0.222419
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0.25,5,60.668000,0.264802
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0.5,5,60.690000,0.267395
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0.75,5,60.716000,0.294500
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1,5,60.706000,0.189552
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1.25,5,60.670000,0.259133
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1.5,5,60.262000,0.075961
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1.75,5,59.526000,0.321605
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2,5,58.364000,0.315167
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2.25,5,56.308000,0.390538
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2.5,5,53.436000,0.820506
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2.75,5,49.324000,0.908752
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,3,5,43.794000,1.146006
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,3.25,5,37.220000,1.385713
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,3.5,5,29.874000,1.805334
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,3.75,5,22.672000,2.042944
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,4,5,16.450000,1.883614
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,4.25,5,11.694000,1.262490
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,4.5,5,8.344000,1.043662
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,4.75,5,6.150000,0.770779
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,5,5,4.726000,0.759625
