dataset,variant,variant_label,regularizer,reg_coeff,hinge_tau,sigma,n,acc_mean,acc_std
cifar100,weight_decay,weight_decay,weight_decay,none,none,0,5,58.366000,0.641896
cifar100,weight_decay,weight_decay,weight_decay,none,none,0.25,5,58.302000,0.608005
cifar100,weight_decay,weight_decay,weight_decay,none,none,0.5,5,54.582000,0.448185
cifar100,weight_decay,weight_decay,weight_decay,none,none,0.75,5,38.480000,1.724021
cifar100,weight_decay,weight_decay,weight_decay,none,none,1,5,14.228000,1.677340
cifar100,weight_decay,weight_decay,weight_decay,none,none,1.25,5,3.896000,0.570509
cifar100,weight_decay,weight_decay,weight_decay,none,none,1.5,5,1.874000,0.380894
cifar100,weight_decay,weight_decay,weight_decay,none,none,1.75,5,1.388000,0.210642
cifar100,weight_decay,weight_decay,weight_decay,none,none,2,5,1.206000,0.096850
cifar100,weight_decay,weight_decay,weight_decay,none,none,2.25,5,1.154000,0.105024
cifar100,weight_decay,weight_decay,weight_decay,none,none,2.5,5,1.104000,0.092628
cifar100,weight_decay,weight_decay,weight_decay,none,none,2.75,5,1.116000,0.122188
cifar100,weight_decay,weight_decay,weight_decay,none,none,3,5,1.108000,0.131415
cifar100,weight_decay,weight_decay,weight_decay,none,none,3.25,5,1.074000,0.096333
cifar100,weight_decay,weight_decay,weight_decay,none,none,3.5,5,1.092000,0.101833
cifar100,weight_decay,weight_decay,weight_decay,none,none,3.75,5,1.122000,0.112339
cifar100,weight_decay,weight_decay,weight_decay,none,none,4,5,1.126000,0.123207
cifar100,weight_decay,weight_decay,weight_decay,none,none,4.25,5,1.134000,0.142232
cifar100,weight_decay,weight_decay,weight_decay,none,none,4.5,5,1.090000,0.110454
cifar100,weight_decay,weight_decay,weight_decay,none,none,4.75,5,1.132000,0.167839
cifar100,weight_decay,weight_decay,weight_decay,none,none,5,5,1.126000,0.177144
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,0,5,60.622000,0.323450
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,0.25,5,60.524000,0.346742
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,0.5,5,60.654000,0.411497
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,0.75,5,60.628000,0.366702
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,1,5,60.702000,0.225433
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,1.25,5,60.504000,0.439295
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,1.5,5,60.052000,0.310113
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,1.75,5,59.226000,0.344500
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,2,5,57.900000,0.540046
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,2.25,5,55.728000,0.204255
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,2.5,5,52.530000,0.383992
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,2.75,5,47.588000,0.438258
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,3,5,41.808000,0.738424
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,3.25,5,34.606000,1.449855
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,3.5,5,27.116000,1.641807
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,3.75,5,20.372000,1.676833
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,4,5,14.620000,1.810511
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,4.25,5,10.294000,1.468428
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,4.5,5,7.344000,1.101149
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,4.75,5,5.320000,0.866689
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,5,5,4.032000,0.652051
cifar100,l1,l1_rc1e-5,l1,1e-05,none,0,5,45.044000,1.007214
cifar100,l1,l1_rc1e-5,l1,1e-05,none,0.25,5,45.014000,0.970531
cifar100,l1,l1_rc1e-5,l1,1e-05,none,0.5,5,45.056000,0.962954
cifar100,l1,l1_rc1e-5,l1,1e-05,none,0.75,5,45.100000,0.787623
cifar100,l1,l1_rc1e-5,l1,1e-05,none,1,5,45.058000,1.120076
cifar100,l1,l1_rc1e-5,l1,1e-05,none,1.25,5,45.228000,0.905522
cifar100,l1,l1_rc1e-5,l1,1e-05,none,1.5,5,44.822000,1.014480
cifar100,l1,l1_rc1e-5,l1,1e-05,none,1.75,5,44.338000,0.814168
cifar100,l1,l1_rc1e-5,l1,1e-05,none,2,5,43.528000,0.754301
cifar100,l1,l1_rc1e-5,l1,1e-05,none,2.25,5,41.944000,1.069897
cifar100,l1,l1_rc1e-5,l1,1e-05,none,2.5,5,40.138000,1.582394
cifar100,l1,l1_rc1e-5,l1,1e-05,none,2.75,5,37.926000,2.216716
cifar100,l1,l1_rc1e-5,l1,1e-05,none,3,5,34.944000,2.707680
cifar100,l1,l1_rc1e-5,l1,1e-05,none,3.25,5,31.736000,3.843063
cifar100,l1,l1_rc1e-5,l1,1e-05,none,3.5,5,27.934000,4.744442
cifar100,l1,l1_rc1e-5,l1,1e-05,none,3.75,5,24.238000,5.576995
cifar100,l1,l1_rc1e-5,l1,1e-05,none,4,5,20.654000,6.048362
cifar100,l1,l1_rc1e-5,l1,1e-05,none,4.25,5,17.274000,6.164927
cifar100,l1,l1_rc1e-5,l1,1e-05,none,4.5,5,14.410000,6.324389
cifar100,l1,l1_rc1e-5,l1,1e-05,none,4.75,5,11.928000,6.166435
cifar100,l1,l1_rc1e-5,l1,1e-05,none,5,5,9.770000,5.589101
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0,5,55.752000,0.429732
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0.25,5,55.638000,0.426579
