L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,86.010000,84.530000,81.390000,76.170000,66.840000,56.590000,46.670000,39.260000,32.800000,27.690000,24.080000,21.530000,18.190000
