dataset,arch,method,method_label,regularizer,reg_coeff,weight_decay,seed,L,train_T,test_T,if_mode,spike_schedule,noise_position,noise_type,sigma,acc,checkpoint,matrix_csv
fashion_mnist,cnn2_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,89.120000,fashion_mnist-checkpoints/cnn2_c16_c32_L[16]_fashion_spectral_mne_cnn2_c16_c32_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.25,86.850000,fashion_mnist-checkpoints/cnn2_c16_c32_L[16]_fashion_spectral_mne_cnn2_c16_c32_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.5,79.400000,fashion_mnist-checkpoints/cnn2_c16_c32_L[16]_fashion_spectral_mne_cnn2_c16_c32_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.75,66.160000,fashion_mnist-checkpoints/cnn2_c16_c32_L[16]_fashion_spectral_mne_cnn2_c16_c32_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,47.690000,fashion_mnist-checkpoints/cnn2_c16_c32_L[16]_fashion_spectral_mne_cnn2_c16_c32_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1.25,33.470000,fashion_mnist-checkpoints/cnn2_c16_c32_L[16]_fashion_spectral_mne_cnn2_c16_c32_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1.5,25.820000,fashion_mnist-checkpoints/cnn2_c16_c32_L[16]_fashion_spectral_mne_cnn2_c16_c32_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1.75,20.790000,fashion_mnist-checkpoints/cnn2_c16_c32_L[16]_fashion_spectral_mne_cnn2_c16_c32_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2,18.200000,fashion_mnist-checkpoints/cnn2_c16_c32_L[16]_fashion_spectral_mne_cnn2_c16_c32_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2.25,15.660000,fashion_mnist-checkpoints/cnn2_c16_c32_L[16]_fashion_spectral_mne_cnn2_c16_c32_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2.5,14.130000,fashion_mnist-checkpoints/cnn2_c16_c32_L[16]_fashion_spectral_mne_cnn2_c16_c32_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2.75,13.600000,fashion_mnist-checkpoints/cnn2_c16_c32_L[16]_fashion_spectral_mne_cnn2_c16_c32_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c16_c32,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,3,12.630000,fashion_mnist-checkpoints/cnn2_c16_c32_L[16]_fashion_spectral_mne_cnn2_c16_c32_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c16_c32/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c16_c32,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,88.330000,fashion_mnist-checkpoints/cnn2_c16_c32_L[16]_fashion_calibrated_mne_cnn2_c16_c32_l2_wo_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c16_c32/weight_decay_weights_only/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c16_c32_T16_mode_rate_uniform_schedule_normal_seed_42.csv
