L,T,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,28.920000,22.280000,17.360000,13.610000,10.940000,8.810000,7.340000,6.300000,5.470000,4.600000,4.090000,3.690000,3.120000,2.810000,2.340000,2.310000,2.100000
