dataset,method,sigma,if_name,n_channels,r_mean,m_mean,q_mean,A_mean,p_cross_mean,p_bound_mean,D_mean,S_mean
cifar10,l2wo,0.25,layer5.6,512,9.973640293814242,0.3717561498633586,1.0,0.09963242211858957,0.038165771484375,0.008046327036358707,7.291767872266608e-10,2.8209435633611265e-11
cifar10,l2wo,0.25,layer5.10,512,38.528391014784575,1.614634919213131,1.0,0.1931725397316956,0.05371411132812501,0.0102465000935008,2.7345162408541347e-09,1.629302447623968e-10
cifar10,l2wo,0.25,classifier.2,4096,280.57110595703125,1.441797991566853,2.8002490997314453,0.03261166474780091,0.01306767578125,0.002557624828121151,2.4250851294064056e-09,1.566937481591219e-10
cifar10,l2wo,0.25,classifier.5,4096,441.5088195800781,3.011396560130082,4.980100631713867,0.029320749294181138,0.011337109375,0.002275403789464326,3.1956977878079655e-09,2.6142629774923365e-10
cifar10,l2wo,0.5,layer1.6,64,107.74561160802841,88.9261180460453,1.2956516444683075,1.0910314155781164,0.11366910247802733,0.022814443186626156,4.7656830239355424e-08,6.833152120298664e-09
cifar10,l2wo,0.5,layer2.2,128,113.21696296334267,72.82698814570904,1.1418585944920778,0.6011349711982887,0.11896529235839842,0.02867992812960874,3.837316814929285e-08,4.878491631635209e-09
cifar10,l2wo,0.5,layer2.6,128,34.15116768889129,24.907737608999014,1.0,0.5409563988703076,0.07477368774414062,0.016671798676485196,3.5613158466431266e-08,2.813313303353344e-09
cifar10,l2wo,0.5,layer3.2,256,131.1649742797017,64.37367958202958,1.1101916786283255,0.39892066641313084,0.06695652465820312,0.014465281540155412,1.930122833933507e-08,1.3153432264667303e-09
cifar10,l2wo,0.5,layer3.6,256,69.83237710595131,35.806831726804376,1.0,0.4697703007001397,0.05934641723632812,0.012528611927072051,1.889642625258186e-08,1.1619283490257577e-09
cifar10,l2wo,0.5,layer3.10,256,88.18450982496142,28.99623524490744,1.0142514873296022,0.30740210682333835,0.04888778686523437,0.010094261150248349,1.0289180784783541e-08,5.256456689435978e-10
cifar10,l2wo,0.5,layer4.2,512,157.74576537311077,20.37930440530181,1.2450973098166287,0.18419629243794577,0.0410795166015625,0.00885263905187021,2.514768612242593e-09,1.0480204412461937e-10
cifar10,l2wo,0.5,layer4.6,512,21.13079341314733,1.5182263551978394,1.0,0.1375225218647309,0.041648291015625,0.008561759089364206,6.978675880550684e-10,2.99996103682965e-11
cifar10,l2wo,0.5,layer4.10,512,7.8798263957723975,0.2406968068680726,1.0,0.11843823597136269,0.04364246826171875,0.009162940163820167,3.0519830053777216e-10,1.3614318389826096e-11
cifar10,l2wo,0.5,layer5.2,512,14.75504264049232,0.42610214120941237,1.0,0.14504586548750714,0.057666015625,0.012191525610638201,7.697182381712463e-10,4.5275654660897945e-11
cifar10,l2wo,0.5,layer5.6,512,9.973640293814242,0.3717561498633586,1.0,0.14768362361421034,0.0558443359375,0.011940929358964784,7.291767872266608e-10,4.1336604847094237e-11
cifar10,l2wo,0.5,layer5.10,512,38.528391014784575,1.614634919213131,1.0,0.2810900916596794,0.07671293945312499,0.014877680408480129,2.7345162408541347e-09,2.33509636905426e-10
cifar10,l2wo,0.5,classifier.2,4096,280.57110595703125,1.441797991566853,2.8002490997314453,0.04796304487422692,0.0190040771484375,0.003762312153666428,2.4250851294064056e-09,2.2811729459277123e-10
cifar10,l2wo,0.5,classifier.5,4096,441.5088195800781,3.011396560130082,4.980100631713867,0.04282411893362788,0.0161342041015625,0.0033214874129087546,3.1956977878079655e-09,3.7212558709474703e-10
cifar10,l2wo,1.0,layer1.6,64,107.74561160802841,88.9261180460453,1.2956516444683075,2.182062830289021,0.16182354278564454,0.03246228835075744,4.7656830239355424e-08,9.962544382516123e-09
cifar10,l2wo,1.0,layer2.2,128,113.21696296334267,72.82698814570904,1.1418585944920778,1.2281514524498878,0.198907861328125,0.04551821479345672,3.837316814929285e-08,8.262618826440916e-09
cifar10,l2wo,1.0,layer2.6,128,34.15116768889129,24.907737608999014,1.0,1.1416449031372502,0.12582508239746093,0.028615780583582818,3.5613158466431266e-08,4.88413152161584e-09
cifar10,l2wo,1.0,layer3.2,256,131.1649742797017,64.37367958202958,1.1101916786283255,0.8051505539554401,0.12026647338867187,0.0261001687646145,1.930122833933507e-08,2.379691079092927e-09
cifar10,l2wo,1.0,layer3.6,256,69.83237710595131,35.806831726804376,1.0,0.895134936022107,0.09757794189453126,0.021186384005309082,1.889642625258186e-08,1.9359228531445566e-09
cifar10,l2wo,1.0,layer3.10,256,88.18450982496142,28.99623524490744,1.0142514873296022,0.585437488734462,0.08560891723632813,0.01875084906652337,1.0289180784783541e-08,9.388185931554992e-10
cifar10,l2wo,1.0,layer4.2,512,157.74576537311077,20.37930440530181,1.2450973098166287,0.35959429566151113,0.0785611572265625,0.017259630580083465,2.514768612242593e-09,2.0105833469452275e-10
cifar10,l2wo,1.0,layer4.6,512,21.13079341314733,1.5182263551978394,1.0,0.26190937107203094,0.0784962890625,0.01634213346838369,6.978675880550684e-10,5.6664553547718295e-11
cifar10,l2wo,1.0,layer4.10,512,7.8798263957723975,0.2406968068680726,1.0,0.2376831742618598,0.086299267578125,0.018389379138592635,3.0519830053777216e-10,2.69417720193806e-11
cifar10,l2wo,1.0,layer5.2,512,14.75504264049232,0.42610214120941237,1.0,0.30369214261180055,0.117838037109375,0.025507187376206275,7.697182381712463e-10,9.242845604344327e-11
cifar10,l2wo,1.0,layer5.6,512,9.973640293814242,0.3717561498633586,1.0,0.3048593400454663,0.112689306640625,0.024672748787910675,7.291767872266608e-10,8.345403264241261e-11
cifar10,l2wo,1.0,layer5.10,512,38.528391014784575,1.614634919213131,1.0,0.57143900228459,0.13885146484375,0.028755379042596903,2.7345162408541347e-09,4.2235703314841224e-10
cifar10,l2wo,1.0,classifier.2,4096,280.57110595703125,1.441797991566853,2.8002490997314453,0.09901440401708747,0.035781298828125,0.007607505621888082,2.4250851294064056e-09,4.264455881507825e-10
cifar10,l2wo,1.0,classifier.5,4096,441.5088195800781,3.011396560130082,4.980100631713867,0.08797129671219145,0.028540380859375,0.00642733680462843,3.1956977878079655e-09,6.549969899399918e-10
