dataset,arch,method,method_label,regularizer,reg_coeff,weight_decay,seed,L,train_T,test_T,noise_position,sigma,acc,checkpoint,matrix_csv
cifar100,fc5_cifar,no_reg,No-reg,weight_decay,,0,42,16,0,16,post_input_if,0.8,9.440000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_no_reg_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/no_reg/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,no_reg,No-reg,weight_decay,,0,42,16,0,16,post_input_if,0.9,9.200000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_no_reg_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/no_reg/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,no_reg,No-reg,weight_decay,,0,42,16,0,16,post_input_if,1,9.340000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_no_reg_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/no_reg/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,0,24.990000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,0.1,24.570000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,0.2,24.790000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,0.3,24.530000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,0.4,24.540000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,0.5,24.610000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,0.6,24.180000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,0.7,24.400000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,0.8,23.960000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,0.9,24.010000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,weight_decay_weights_only,L2 weights-only,weight_decay_weights_only,,0.0005,42,16,0,16,post_input_if,1,23.720000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/weight_decay_weights_only/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,0,23.300000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,0.1,22.990000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,0.2,23.200000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,0.3,23.260000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,0.4,22.890000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,0.5,22.810000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,0.6,22.800000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,0.7,22.790000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,0.8,22.650000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,0.9,22.390000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,manual_l2_all,L2 all,manual_l2_all,0.00025,0,42,16,0,16,post_input_if,1,22.580000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_manual_l2_all_rc0p00025_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/manual_l2_all/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,0,7.250000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,0.1,7.190000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,0.2,7.270000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,0.3,7.120000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,0.4,7.340000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,0.5,7.020000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,0.6,7.190000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,0.7,7.120000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,0.8,7.030000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,0.9,7.260000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cifar100,fc5_cifar,old_detach,MNE-standard,mne_l2,0.0001,0,42,16,0,16,post_input_if,1,7.160000,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/fc5_cifar_L[16]_cifar100_fc5_cifar_old_detach_rc0p0001_seed42_L16_trainT0.pth,../important_results/cifar_mlp_bnfree_fc5_four_regs_seed42/cifar100/fc5_cifar/old_detach/seed_42/noise_sweep_matrix_cifar100_fc5_cifar_T16_mode_rate_uniform_schedule_normal_seed_42.csv
