epoch,alpha,q_assignment,q_mean,q_std,q_min,q_max,q_os_mean,q_os_std,p_gt_tau,p_at_qmax,q_cap,reg_grad_norm,reg_coeff_grad_norm,ann_train_acc,ann_test_acc,train_loss
0.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3906675285238134,0.0,0.0,38.27080645670161,0.019135403228350802,4.492,8.69,1856.1581745147705
1.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3940423526574888,0.0,0.0,35.56994497342662,0.01778497248671331,8.31,14.05,1701.2517914772034
2.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.44756387368492456,0.0,0.0,35.383741343429755,0.017691870671714877,12.36,17.61,1592.638783454895
3.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.5226144031490512,0.0,0.0,37.00249493409405,0.018501247467047028,16.64,24.27,1489.7841696739197
4.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.5770550415948834,0.0,0.0,39.401634653910854,0.019700817326955427,21.624,28.64,1394.6235611438751
5.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.5847057619363146,0.0,0.0,41.80398256138467,0.020901991280692336,25.852,33.45,1324.4414765834808
6.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.6040136777531461,0.0,0.0,43.965964982162554,0.021982982491081278,29.61,37.04,1271.7890458106995
7.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.625210102409353,0.0,0.0,45.93112370879454,0.02296556185439727,32.12,41.67,1234.890480518341
8.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.6709906650931025,0.0,0.0,47.729495893941674,0.023864747946970837,35.084,43.48,1200.8239495754242
9.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.687832562210005,0.0,0.0,49.34259024109334,0.02467129512054667,36.918,47.25,1181.517061471939
10.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.7007904459753305,0.0,0.0,50.64446300732965,0.025322231503664826,38.676,43.73,1169.9657866954803
11.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.7247674271578679,0.0,0.0,51.92339760553606,0.02596169880276803,39.97,45.0,1155.245733499527
12.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.7520947412151815,0.0,0.0,53.01807217806045,0.026509036089030224,40.984,48.33,1151.6345031261444
13.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.7836270490875634,0.0,0.0,53.92606350093646,0.02696303175046823,42.584,48.71,1136.8883905410767
14.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.8035691936912439,0.0,0.0,54.69219877274912,0.027346099386374563,43.422,51.57,1128.7327890396118
15.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.8326883361772504,0.0,0.0,55.5266531446128,0.0277633265723064,43.776,53.57,1129.866046667099
16.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.8431453945691628,0.0,0.0,56.29063473689057,0.028145317368445284,44.586,53.37,1126.5065789222717
17.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.8944329373976764,0.0,0.0,56.96520750715307,0.028482603753576533,45.194,52.74,1122.1258664131165
18.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.9253516485319113,0.0,0.0,57.538634514754605,0.028769317257377303,45.492,53.09,1123.0126609802246
19.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.996830139471137,0.0,0.0,58.23119371556199,0.029115596857780996,46.372,54.89,1115.949199438095
20.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,58.8524144742858,0.029426207237142902,46.846,54.45,1119.6014654636383
21.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,59.36151853397883,0.029680759266989418,47.678,55.79,1113.0345027446747
22.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,59.991924060273426,0.029995962030136714,47.632,56.7,1117.8695375919342
23.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,60.494942319706766,0.030247471159853382,48.194,56.42,1115.4175910949707
24.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,60.98711646933425,0.030493558234667123,48.604,57.68,1113.6900916099548
25.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,61.46475028293656,0.03073237514146828,48.776,55.01,1115.8159804344177
26.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,61.746431255305055,0.03087321562765253,48.874,56.98,1119.5358109474182
27.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,62.21335807210074,0.03110667903605037,49.11,56.07,1119.783493757248
28.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,62.55051891986809,0.03127525945993405,49.254,54.21,1121.2335546016693
29.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,62.96153898764797,0.03148076949382399,49.776,58.33,1120.327350139618
30.0,0.08,risk,1.0400000578912019,0.11887981775014297,1.0004374980926514,1.6118481159210205,1.0400000578912019,0.11887981775014297,1.0,0.0,0.0,65.35724114225265,0.032678620571126325,50.07,57.64,1131.2261028289795
31.0,0.16,risk,1.0800000752329522,0.2411510727137251,1.0010663270950317,2.2311434745788574,1.0800000752329522,0.2411510727137251,1.0,0.0,0.0,67.92469418442462,0.03396234709221231,49.952,56.5,1144.4751822948456
32.0,0.24,risk,1.1200000145246305,0.36910323253677935,1.0017389059066772,2.8448362350463867,1.1200000145246305,0.36910323253677935,1.0,0.0,0.0,70.32340038662277,0.035161700193311385,49.764,58.74,1156.7128686904907
33.0,0.32,risk,1.1599999812557875,0.5006512726664238,1.0024718046188354,3.4714598655700684,1.1599999812557875,0.5006512726664238,1.0,0.0,0.0,72.7960051226467,0.036398002561323355,49.3,54.7,1172.2375383377075
34.0,0.4,risk,1.200000041586054,0.6385672443053302,1.0033427476882935,4.102154731750488,1.200000041586054,0.6385672443053302,1.0,0.0,0.0,75.17564855510827,0.03758782427755413,49.434,57.23,1177.516389131546
35.0,0.48,risk,1.2400000769159067,0.7624674238207395,1.004576563835144,4.729680061340332,1.2400000769159067,0.7624674238207395,1.0,0.0,0.0,77.9001804501521,0.038950090225076055,49.252,54.25,1190.1679270267487
36.0,0.56,risk,1.2799999784020817,0.8926500490559336,1.0050441026687622,5.330842971801758,1.2799999784020817,0.8926500490559336,1.0,0.0,0.0,80.47335765498322,0.04023667882749161,49.284,58.07,1198.2823803424835
37.0,0.64,risk,1.3199999817192096,1.0361496725350694,1.00657057762146,5.997447967529297,1.3199999817192096,1.0361496725350694,1.0,0.0,0.0,82.84940480287221,0.04142470240143611,48.952,56.24,1206.1872775554657
38.0,0.72,risk,1.3600000438787747,1.1424511402769162,1.0044666528701782,6.5633015632629395,1.3600000438787747,1.1424511402769162,1.0,0.0,0.0,84.53107201633296,0.04226553600816648,48.81,56.77,1216.2475428581238
39.0,0.8,risk,1.4000000755500306,1.2967326903282224,1.0047483444213867,7.187331676483154,1.4000000755500306,1.2967326903282224,1.0,0.0,0.0,86.94632145809271,0.043473160729046355,48.928,54.84,1216.817943572998
40.0,0.88,risk,1.4399999846582827,1.4443227241716117,1.0036474466323853,7.784564971923828,1.4399999846582827,1.4443227241716117,1.0,0.0,0.0,89.982727088683,0.0449913635443415,48.78,57.92,1226.1965429782867
41.0,0.96,risk,1.4800065325958955,1.5413846155566633,1.0,8.335145950317383,1.4800065325958955,1.5413846155566633,0.9898690797788713,0.0,0.0,91.08566538299503,0.04554283269149752,48.206,53.72,1237.7238817214966
42.0,1.04,risk,1.5212733739477289,1.6914128659631285,1.0,8.851280212402344,1.5212733739477289,1.6914128659631285,0.7505014363457175,0.0,0.0,93.92992650286953,0.04696496325143477,48.432,53.13,1230.9954872131348
43.0,1.12,risk,1.5619630240418416,1.8446155310896657,1.0,9.485746383666992,1.5619630240418416,1.8446155310896657,0.6774270703725498,0.0,0.0,94.3939984733374,0.0471969992366687,48.704,54.75,1238.0986063480377
44.0,1.2,risk,1.6047952970885255,1.9858327378397402,1.0,10.023406982421875,1.6047952970885255,1.9858327378397402,0.6164327236392614,0.0,0.0,96.60948123645325,0.04830474061822663,48.346,52.1,1242.8511908054352
45.0,1.28,risk,1.6399999997195076,2.3008054415588184,1.002270221710205,20.437158584594727,1.6399999997195076,2.3008054415588184,1.0,0.0,0.0,84.26615850420129,0.04213307925210064,48.082,56.39,1243.3447065353394
46.0,1.36,risk,1.6800000542569953,0.8728086966687761,1.6541553735733032,22.038219451904297,1.6800000542569953,0.8728086966687761,1.0,0.0,0.0,78.85251423873572,0.03942625711936786,49.354,57.2,1211.0120723247528
47.0,1.44,risk,1.7199999929389076,0.5929153149237718,1.7168562412261963,23.27609634399414,1.7199999929389076,0.5929153149237718,1.0,0.0,0.0,79.20935082287939,0.039604675411439694,50.316,56.39,1199.0465953350067
48.0,1.52,risk,1.7599999739995698,0.7286928297613587,1.7567393779754639,24.512935638427734,1.7599999739995698,0.7286928297613587,1.0,0.0,0.0,80.06620833588384,0.040033104167941924,49.83,59.0,1203.2414214611053
49.0,1.6,risk,1.800000062988847,0.6474754023734871,1.7967841625213623,25.75166893005371,1.800000062988847,0.6474754023734871,1.0,0.0,0.0,80.83727199226762,0.04041863599613381,49.94,60.69,1204.7153980731964
50.0,1.68,risk,1.8399999797191766,0.7667520675817718,1.8365466594696045,26.988191604614258,1.8399999797191766,0.7667520675817718,1.0,0.0,0.0,81.60184639917405,0.04080092319958702,50.408,59.29,1198.394410610199
51.0,1.76,risk,1.8799999988902256,1.0083480108424525,1.876286268234253,28.22365951538086,1.8799999988902256,1.0083480108424525,1.0,0.0,0.0,82.3930021305168,0.041196501065258406,50.186,58.04,1204.5501639842987
